accuracy,precision,recall,f1,auc,fnr,cm,loss,encoder,fold,seed,mode,best_epoch,betas,fpr,auprc,balanced_acc,specificity,mcc
0.855882353,0.906040268,0.794117647,0.846394984,0.886038062,0.205882353,"[[156, 14], [35, 135]]",22.66138363,ST-MW,3,42,within,40,"{'b1': 0.9086312651634216, 'b2': 0.983150839805603, 'b3': 0.976404070854187}",,,,,
0.861764706,0.859649123,0.864705882,0.862170088,0.880934256,0.135294118,"[[146, 24], [23, 147]]",23.4926548,ST-MW,3,123,within,26,"{'b1': 0.9108914136886597, 'b2': 1.011011004447937, 'b3': 1.0115525722503662}",,,,,
0.873529412,0.871345029,0.876470588,0.873900293,0.893027682,0.123529412,"[[148, 22], [21, 149]]",22.12106991,ST-MW,3,456,within,57,"{'b1': 0.9328112006187439, 'b2': 0.9997379779815674, 'b3': 1.0172334909439087}",,,,,
0.888235294,0.985294118,0.788235294,0.875816993,0.916903114,0.211764706,"[[168, 2], [36, 134]]",23.56341839,ST-MW,4,42,within,25,"{'b1': 0.8937825560569763, 'b2': 0.9683213829994202, 'b3': 0.9621966481208801}",,,,,
0.914705882,0.949044586,0.876470588,0.911314985,0.923408304,0.123529412,"[[162, 8], [21, 149]]",15.9706378,ST-MW,4,123,within,58,"{'b1': 0.9342366456985474, 'b2': 1.003769874572754, 'b3': 1.013400673866272}",,,,,
0.926470588,0.98013245,0.870588235,0.92211838,0.929930796,0.129411765,"[[167, 3], [22, 148]]",18.48638916,ST-MW,4,456,within,51,"{'b1': 0.9263352155685425, 'b2': 1.0040497779846191, 'b3': 1.017340064048767}",,,,,
0.902941176,0.979020979,0.823529412,0.89456869,0.924377163,0.176470588,"[[167, 3], [30, 140]]",23.40985489,AMSTE,0,42,within,18,"{'b1': 0.8795134425163269, 'b2': 0.9368425011634827, 'b3': 1.0258347988128662}",,,,,
0.923529412,0.95,0.894117647,0.921212121,0.945968858,0.105882353,"[[162, 8], [18, 152]]",13.50788021,AMSTE,0,123,within,31,"{'b1': 0.8703570365905762, 'b2': 1.0144983530044556, 'b3': 1.0123947858810425}",,,,,
0.917647059,0.961038961,0.870588235,0.913580247,0.944204152,0.129411765,"[[164, 6], [22, 148]]",18.77473164,AMSTE,0,456,within,24,"{'b1': 0.8659753799438477, 'b2': 0.9882321357727051, 'b3': 1.0235583782196045}",,,,,
0.917647059,0.949367089,0.882352941,0.914634146,0.945276817,0.117647059,"[[162, 8], [20, 150]]",14.41053534,AMSTE,1,42,within,44,"{'b1': 0.8567562699317932, 'b2': 0.972356915473938, 'b3': 1.0255467891693115}",,,,,
0.917647059,0.932926829,0.9,0.916167665,0.943875433,0.1,"[[159, 11], [17, 153]]",14.84383726,AMSTE,1,123,within,32,"{'b1': 0.8726273775100708, 'b2': 1.0177264213562012, 'b3': 1.0132523775100708}",,,,,
0.908823529,0.901734104,0.917647059,0.909620991,0.927785467,0.082352941,"[[153, 17], [14, 156]]",14.20030308,AMSTE,1,456,within,46,"{'b1': 0.8327046632766724, 'b2': 1.006687045097351, 'b3': 1.0249817371368408}",,,,,
0.891176471,0.884393064,0.9,0.89212828,0.916314879,0.1,"[[150, 20], [17, 153]]",15.86943626,AMSTE,2,42,within,64,"{'b1': 0.8435399532318115, 'b2': 1.012482762336731, 'b3': 1.0222444534301758}",,,,,
0.902941176,0.915151515,0.888235294,0.901492537,0.920951557,0.111764706,"[[156, 14], [19, 151]]",15.0476675,AMSTE,2,123,within,44,"{'b1': 0.8622515797615051, 'b2': 1.0163930654525757, 'b3': 1.013251781463623}",,,,,
0.897058824,0.914110429,0.876470588,0.894894895,0.912941176,0.123529412,"[[156, 14], [21, 149]]",15.60499668,AMSTE,2,456,within,43,"{'b1': 0.8341782093048096, 'b2': 1.0117275714874268, 'b3': 1.0292633771896362}",,,,,
0.944117647,0.957575758,0.929411765,0.943283582,0.964602076,0.070588235,"[[163, 7], [12, 158]]",16.10598755,AMSTE,3,42,within,38,"{'b1': 0.8619101047515869, 'b2': 0.9646153450012207, 'b3': 1.0258383750915527}",,,,,
0.5,0.5,1,0.666666667,0.831764706,0,"[[0, 170], [0, 170]]",164.5509186,AMSTE,3,123,within,1,"{'b1': 0.8553023934364319, 'b2': 0.905170202255249, 'b3': 0.9608187675476074}",,,,,
0.947058824,0.987179487,0.905882353,0.944785276,0.975553633,0.094117647,"[[168, 2], [16, 154]]",12.68858099,AMSTE,3,456,within,41,"{'b1': 0.8286538124084473, 'b2': 1.0096747875213623, 'b3': 1.026150107383728}",,,,,
0.923529412,0.95,0.894117647,0.921212121,0.949290657,0.105882353,"[[162, 8], [18, 152]]",14.23161554,AMSTE,4,42,within,38,"{'b1': 0.863053023815155, 'b2': 0.9718979597091675, 'b3': 1.0217859745025635}",,,,,
0.920588235,0.933333333,0.905882353,0.919402985,0.948269896,0.094117647,"[[159, 11], [16, 154]]",14.81480789,AMSTE,4,123,within,32,"{'b1': 0.8684291839599609, 'b2': 1.0227043628692627, 'b3': 1.0143637657165527}",,,,,
0.914705882,0.943396226,0.882352941,0.911854103,0.945346021,0.117647059,"[[161, 9], [20, 150]]",14.23227119,AMSTE,4,456,within,30,"{'b1': 0.8449398875236511, 'b2': 1.0068836212158203, 'b3': 1.0296839475631714}",,,,,
0.882352941,0.891566265,0.870588235,0.880952381,0.908512111,0.129411765,"[[152, 18], [22, 148]]",18.30134773,SFBE,0,42,within,23,"{'b1': 0.9707229733467102, 'b2': 0.999177873134613, 'b3': 1.0262813568115234}",,,,,
0.879411765,0.910828025,0.841176471,0.874617737,0.918546713,0.158823529,"[[156, 14], [27, 143]]",17.39399958,SFBE,0,123,within,22,"{'b1': 0.9665738344192505, 'b2': 0.9892597198486328, 'b3': 1.0089281797409058}",,,,,
0.888235294,0.892857143,0.882352941,0.887573964,0.908321799,0.117647059,"[[152, 18], [20, 150]]",18.3565979,SFBE,0,456,within,21,"{'b1': 0.985735297203064, 'b2': 1.0099515914916992, 'b3': 1.0256212949752808}",,,,,
0.876470588,0.9,0.847058824,0.872727273,0.900121107,0.152941176,"[[154, 16], [26, 144]]",19.47042274,SFBE,1,42,within,20,"{'b1': 0.9697050452232361, 'b2': 0.9943082928657532, 'b3': 1.026207685470581}",,,,,
0.879411765,0.921568627,0.829411765,0.873065015,0.900432526,0.170588235,"[[158, 12], [29, 141]]",19.7497921,SFBE,1,123,within,16,"{'b1': 0.9625065922737122, 'b2': 0.9656102657318115, 'b3': 1.0098880529403687}",,,,,
0.885294118,0.922580645,0.841176471,0.88,0.900986159,0.158823529,"[[158, 12], [27, 143]]",19.67330074,SFBE,1,456,within,14,"{'b1': 0.9598627686500549, 'b2': 0.9926663637161255, 'b3': 1.0237678289413452}",,,,,
0.882352941,0.896341463,0.864705882,0.880239521,0.897352941,0.135294118,"[[153, 17], [23, 147]]",19.34469223,SFBE,2,42,within,34,"{'b1': 1.0202083587646484, 'b2': 1.008988618850708, 'b3': 1.0262103080749512}",,,,,
0.876470588,0.872093023,0.882352941,0.877192982,0.897283737,0.117647059,"[[148, 22], [20, 150]]",18.69178867,SFBE,2,123,within,33,"{'b1': 1.0111299753189087, 'b2': 1.0150295495986938, 'b3': 1.0087295770645142}",,,,,
0.876470588,0.9,0.847058824,0.872727273,0.903442907,0.152941176,"[[154, 16], [26, 144]]",19.32846165,SFBE,2,456,within,17,"{'b1': 0.9615050554275513, 'b2': 1.0064136981964111, 'b3': 1.0245418548583984}",,,,,
0.876470588,0.921052632,0.823529412,0.869565217,0.891937716,0.176470588,"[[158, 12], [30, 140]]",21.45907879,SFBE,3,42,within,26,"{'b1': 0.9988583922386169, 'b2': 1.0054906606674194, 'b3': 1.0261800289154053}",,,,,
0.891176471,0.95862069,0.817647059,0.882539683,0.915657439,0.182352941,"[[164, 6], [31, 139]]",21.39844131,SFBE,3,123,within,17,"{'b1': 0.9681861996650696, 'b2': 0.9850767850875854, 'b3': 1.0082920789718628}",,,,,
0.873529412,0.871345029,0.876470588,0.873900293,0.877525952,0.123529412,"[[148, 22], [21, 149]]",21.08222961,SFBE,3,456,within,17,"{'b1': 0.9586853384971619, 'b2': 1.000008463859558, 'b3': 1.0251045227050781}",,,,,
0.902941176,0.925465839,0.876470588,0.900302115,0.928321799,0.123529412,"[[158, 12], [21, 149]]",17.27578163,SFBE,4,42,within,16,"{'b1': 0.9586012959480286, 'b2': 0.9862273335456848, 'b3': 1.0238678455352783}",,,,,
0.905882353,0.915662651,0.894117647,0.904761905,0.929083045,0.105882353,"[[156, 14], [18, 152]]",17.42396641,SFBE,4,123,within,22,"{'b1': 0.9684162139892578, 'b2': 0.9831520915031433, 'b3': 1.0099666118621826}",,,,,
0.9,0.914634146,0.882352941,0.898203593,0.921349481,0.117647059,"[[156, 14], [20, 150]]",17.39044094,SFBE,4,456,within,16,"{'b1': 0.9665713310241699, 'b2': 1.007394790649414, 'b3': 1.0248585939407349}",,,,,
0.885294118,0.928104575,0.835294118,0.879256966,0.897214533,0.164705882,"[[159, 11], [28, 142]]",21.42504311,Rate,0,42,within,23,"{'b1': 0.8931868672370911, 'b2': 0.9847834706306458, 'b3': 1.0281661748886108}",0.064705882,0.88821088,0.885294118,0.935294118,0.774470316
0.905882353,0.97260274,0.835294118,0.898734177,0.926955017,0.164705882,"[[166, 4], [28, 142]]",19.51328087,Rate,0,123,within,23,"{'b1': 0.8665534257888794, 'b2': 0.971085786819458, 'b3': 1.02149498462677}",0.023529412,0.933394558,0.905882353,0.976470588,0.819977232
0.867647059,0.95620438,0.770588235,0.853420195,0.910363322,0.229411765,"[[164, 6], [39, 131]]",22.65170765,Rate,0,456,within,17,"{'b1': 0.8604893684387207, 'b2': 0.963516354560852, 'b3': 1.0284924507141113}",0.035294118,0.918082797,0.867647059,0.964705882,0.749551902
0.85,0.904761905,0.782352941,0.839116719,0.878910035,0.217647059,"[[156, 14], [37, 133]]",21.58730507,Rate,1,42,within,26,"{'b1': 0.8923748135566711, 'b2': 0.9812843203544617, 'b3': 1.0266432762145996}",0.082352941,0.854666469,0.85,0.917647059,0.70649589
0.879411765,0.932885906,0.817647059,0.871473354,0.889480969,0.182352941,"[[160, 10], [31, 139]]",21.17039585,Rate,1,123,within,40,"{'b1': 0.8854449987411499, 'b2': 0.9769517779350281, 'b3': 1.020830750465393}",0.058823529,0.874797464,0.879411765,0.941176471,0.764680283
0.858823529,0.962121212,0.747058824,0.841059603,0.894083045,0.252941176,"[[165, 5], [43, 127]]",21.36339378,Rate,1,456,within,22,"{'b1': 0.8742454648017883, 'b2': 0.9809084534645081, 'b3': 1.0260543823242188}",0.029411765,0.894156805,0.858823529,0.970588235,0.736276938
0.867647059,0.908496732,0.817647059,0.860681115,0.893304498,0.182352941,"[[156, 14], [31, 139]]",20.11778641,Rate,2,42,within,32,"{'b1': 0.8753243684768677, 'b2': 0.9837404489517212, 'b3': 1.024705171585083}",0.082352941,0.871297864,0.867647059,0.917647059,0.738998394
0.885294118,0.911949686,0.852941176,0.881458967,0.915155709,0.147058824,"[[156, 14], [25, 145]]",18.41076231,Rate,2,123,within,42,"{'b1': 0.8787338733673096, 'b2': 0.972507119178772, 'b3': 1.021308183670044}",0.082352941,0.891854374,0.885294118,0.917647059,0.772206488
0.870588235,0.92,0.811764706,0.8625,0.90150519,0.188235294,"[[158, 12], [32, 138]]",21.53552532,Rate,2,456,within,38,"{'b1': 0.8825498819351196, 'b2': 0.9795371890068054, 'b3': 1.0267665386199951}",0.070588235,0.885308537,0.870588235,0.929411765,0.746359586
0.829411765,0.878378378,0.764705882,0.817610063,0.875449827,0.235294118,"[[152, 18], [40, 130]]",25.48110676,Rate,3,42,within,22,"{'b1': 0.885735273361206, 'b2': 0.9810587167739868, 'b3': 1.027825951576233}",0.105882353,0.846298989,0.829411765,0.894117647,0.664410597
0.870588235,0.898734177,0.835294118,0.865853659,0.890795848,0.164705882,"[[154, 16], [28, 142]]",22.45467377,Rate,3,123,within,36,"{'b1': 0.874026894569397, 'b2': 0.9743569493293762, 'b3': 1.0202301740646362}",0.094117647,0.860238382,0.870588235,0.905882353,0.74302993
0.8,0.771276596,0.852941176,0.810055866,0.829083045,0.147058824,"[[127, 43], [25, 145]]",29.35934925,Rate,3,456,within,16,"{'b1': 0.8561238050460815, 'b2': 0.9589180946350098, 'b3': 1.0271220207214355}",0.252941176,0.775637568,0.8,0.747058824,0.603391868
0.861764706,0.924137931,0.788235294,0.850793651,0.899256055,0.211764706,"[[159, 11], [36, 134]]",22.47968102,Rate,4,42,within,23,"{'b1': 0.8899267911911011, 'b2': 0.9809120297431946, 'b3': 1.0262926816940308}",0.064705882,0.891085747,0.861764706,0.935294118,0.731482271
0.902941176,0.985815603,0.817647059,0.893890675,0.934342561,0.182352941,"[[168, 2], [31, 139]]",19.28763962,Rate,4,123,within,25,"{'b1': 0.8699870705604553, 'b2': 0.9740626215934753, 'b3': 1.0197155475616455}",0.011764706,0.944327557,0.902941176,0.988235294,0.817870366
0.858823529,0.929577465,0.776470588,0.846153846,0.895190311,0.223529412,"[[160, 10], [38, 132]]",23.63291359,Rate,4,456,within,20,"{'b1': 0.8766363263130188, 'b2': 0.9865350723266602, 'b3': 1.0286469459533691}",0.058823529,0.886275192,0.858823529,0.941176471,0.727583871
0.870588235,0.925675676,0.805882353,0.86163522,0.887422145,0.194117647,"[[159, 11], [33, 137]]",22.77436829,Phase,0,42,within,17,"{'b1': 0.891923725605011, 'b2': 0.9918765425682068, 'b3': 1.026612401008606}",0.064705882,0.875135175,0.870588235,0.935294118,0.747461922
0.897058824,0.953020134,0.835294118,0.890282132,0.916297578,0.164705882,"[[163, 7], [28, 142]]",20.26958752,Phase,0,123,within,22,"{'b1': 0.8798264861106873, 'b2': 0.9762361645698547, 'b3': 1.0213297605514526}",0.041176471,0.912454251,0.897058824,0.958823529,0.800246808
0.858823529,0.929577465,0.776470588,0.846153846,0.894480969,0.223529412,"[[160, 10], [38, 132]]",23.3039999,Phase,0,456,within,17,"{'b1': 0.8661000728607178, 'b2': 0.9774594306945801, 'b3': 1.0263370275497437}",0.058823529,0.896887274,0.858823529,0.941176471,0.727583871
0.838235294,0.880794702,0.782352941,0.828660436,0.865778547,0.217647059,"[[152, 18], [37, 133]]",22.45587254,Phase,1,42,within,27,"{'b1': 0.8940046429634094, 'b2': 0.9865655899047852, 'b3': 1.028342843055725}",0.105882353,0.839069686,0.838235294,0.894117647,0.680735602
0.873529412,0.926174497,0.811764706,0.865203762,0.889844291,0.188235294,"[[159, 11], [32, 138]]",21.65965366,Phase,1,123,within,43,"{'b1': 0.8794142603874207, 'b2': 0.9779163599014282, 'b3': 1.023709774017334}",0.064705882,0.8699875,0.873529412,0.935294118,0.752824775
0.811764706,0.788043478,0.852941176,0.81920904,0.834100346,0.147058824,"[[131, 39], [25, 145]]",25.75511074,Phase,1,456,within,24,"{'b1': 0.8811004757881165, 'b2': 0.9865320920944214, 'b3': 1.0263911485671997}",0.229411765,0.779677648,0.811764706,0.770588235,0.625654618
0.855882353,0.862275449,0.847058824,0.854599407,0.869117647,0.152941176,"[[147, 23], [26, 144]]",22.58237648,Phase,2,42,within,32,"{'b1': 0.8947180509567261, 'b2': 0.9868457913398743, 'b3': 1.0266327857971191}",0.135294118,0.831465312,0.855882353,0.864705882,0.71187556
0.876470588,0.895061728,0.852941176,0.873493976,0.891384083,0.147058824,"[[153, 17], [25, 145]]",20.15635395,Phase,2,123,within,29,"{'b1': 0.8741343021392822, 'b2': 0.9710128307342529, 'b3': 1.021458625793457}",0.1,0.85987525,0.876470588,0.9,0.75377627
0.861764706,0.886792453,0.829411765,0.857142857,0.881297578,0.170588235,"[[152, 18], [29, 141]]",22.55206013,Phase,2,456,within,42,"{'b1': 0.881641685962677, 'b2': 0.9895570278167725, 'b3': 1.0261940956115723}",0.105882353,0.843680981,0.861764706,0.894117647,0.72504884
0.826470588,0.937007874,0.7,0.801346801,0.897543253,0.3,"[[162, 8], [51, 119]]",30.74162388,Phase,3,42,within,13,"{'b1': 0.8606694936752319, 'b2': 0.9662607908248901, 'b3': 1.026507019996643}",0.047058824,0.91098792,0.826470588,0.952941176,0.674887395
0.870588235,0.925675676,0.805882353,0.86163522,0.893944637,0.194117647,"[[159, 11], [33, 137]]",22.32977009,Phase,3,123,within,28,"{'b1': 0.8688379526138306, 'b2': 0.9746059775352478, 'b3': 1.0218908786773682}",0.064705882,0.877258017,0.870588235,0.935294118,0.747461922
0.797058824,0.806060606,0.782352941,0.794029851,0.83633218,0.217647059,"[[138, 32], [37, 133]]",27.45001888,Phase,3,456,within,19,"{'b1': 0.8682564496994019, 'b2': 0.9876917004585266, 'b3': 1.0266584157943726}",0.188235294,0.788485389,0.797058824,0.811764706,0.594374785
0.894117647,0.95890411,0.823529412,0.886075949,0.921937716,0.176470588,"[[164, 6], [30, 140]]",22.26728535,Phase,4,42,within,22,"{'b1': 0.8802566528320312, 'b2': 0.9795403480529785, 'b3': 1.0284148454666138}",0.035294118,0.922399827,0.894117647,0.964705882,0.796209776
0.897058824,0.959183673,0.829411765,0.889589905,0.911972318,0.170588235,"[[164, 6], [29, 141]]",20.59595203,Phase,4,123,within,25,"{'b1': 0.8740543127059937, 'b2': 0.9753634929656982, 'b3': 1.02423894405365}",0.035294118,0.905161633,0.897058824,0.964705882,0.801486934
0.852941176,0.9,0.794117647,0.84375,0.860190311,0.205882353,"[[155, 15], [35, 135]]",26.8947401,Phase,4,456,within,36,"{'b1': 0.8905459642410278, 'b2': 0.9928573369979858, 'b3': 1.0247728824615479}",0.088235294,0.836726636,0.852941176,0.911764706,0.710818653
0.870588235,0.925675676,0.805882353,0.86163522,0.887422145,0.194117647,"[[159, 11], [33, 137]]",22.77436829,TTFS,0,42,within,17,"{'b1': 0.891923725605011, 'b2': 0.9918765425682068, 'b3': 1.026612401008606}",0.064705882,0.875135175,0.870588235,0.935294118,0.747461922
0.897058824,0.953020134,0.835294118,0.890282132,0.916297578,0.164705882,"[[163, 7], [28, 142]]",20.26958752,TTFS,0,123,within,22,"{'b1': 0.8798264861106873, 'b2': 0.9762361645698547, 'b3': 1.0213297605514526}",0.041176471,0.912454251,0.897058824,0.958823529,0.800246808
0.858823529,0.929577465,0.776470588,0.846153846,0.894480969,0.223529412,"[[160, 10], [38, 132]]",23.3039999,TTFS,0,456,within,17,"{'b1': 0.8661000728607178, 'b2': 0.9774594306945801, 'b3': 1.0263370275497437}",0.058823529,0.896887274,0.858823529,0.941176471,0.727583871
0.838235294,0.880794702,0.782352941,0.828660436,0.865778547,0.217647059,"[[152, 18], [37, 133]]",22.45587254,TTFS,1,42,within,27,"{'b1': 0.8940046429634094, 'b2': 0.9865655899047852, 'b3': 1.028342843055725}",0.105882353,0.839069686,0.838235294,0.894117647,0.680735602
0.873529412,0.926174497,0.811764706,0.865203762,0.889844291,0.188235294,"[[159, 11], [32, 138]]",21.65965366,TTFS,1,123,within,43,"{'b1': 0.8794142603874207, 'b2': 0.9779163599014282, 'b3': 1.023709774017334}",0.064705882,0.8699875,0.873529412,0.935294118,0.752824775
0.811764706,0.788043478,0.852941176,0.81920904,0.834100346,0.147058824,"[[131, 39], [25, 145]]",25.75511074,TTFS,1,456,within,24,"{'b1': 0.8811004757881165, 'b2': 0.9865320920944214, 'b3': 1.0263911485671997}",0.229411765,0.779677648,0.811764706,0.770588235,0.625654618
0.855882353,0.862275449,0.847058824,0.854599407,0.869117647,0.152941176,"[[147, 23], [26, 144]]",22.58237648,TTFS,2,42,within,32,"{'b1': 0.8947180509567261, 'b2': 0.9868457913398743, 'b3': 1.0266327857971191}",0.135294118,0.831465312,0.855882353,0.864705882,0.71187556
0.876470588,0.895061728,0.852941176,0.873493976,0.891384083,0.147058824,"[[153, 17], [25, 145]]",20.15635395,TTFS,2,123,within,29,"{'b1': 0.8741343021392822, 'b2': 0.9710128307342529, 'b3': 1.021458625793457}",0.1,0.85987525,0.876470588,0.9,0.75377627
0.861764706,0.886792453,0.829411765,0.857142857,0.881297578,0.170588235,"[[152, 18], [29, 141]]",22.55206013,TTFS,2,456,within,42,"{'b1': 0.881641685962677, 'b2': 0.9895570278167725, 'b3': 1.0261940956115723}",0.105882353,0.843680981,0.861764706,0.894117647,0.72504884
0.826470588,0.937007874,0.7,0.801346801,0.897543253,0.3,"[[162, 8], [51, 119]]",30.74162388,TTFS,3,42,within,13,"{'b1': 0.8606694936752319, 'b2': 0.9662607908248901, 'b3': 1.026507019996643}",0.047058824,0.91098792,0.826470588,0.952941176,0.674887395
0.870588235,0.925675676,0.805882353,0.86163522,0.893944637,0.194117647,"[[159, 11], [33, 137]]",22.32977009,TTFS,3,123,within,28,"{'b1': 0.8688379526138306, 'b2': 0.9746059775352478, 'b3': 1.0218908786773682}",0.064705882,0.877258017,0.870588235,0.935294118,0.747461922
0.797058824,0.806060606,0.782352941,0.794029851,0.83633218,0.217647059,"[[138, 32], [37, 133]]",27.45001888,TTFS,3,456,within,19,"{'b1': 0.8682564496994019, 'b2': 0.9876917004585266, 'b3': 1.0266584157943726}",0.188235294,0.788485389,0.797058824,0.811764706,0.594374785
0.894117647,0.95890411,0.823529412,0.886075949,0.921937716,0.176470588,"[[164, 6], [30, 140]]",22.26728535,TTFS,4,42,within,22,"{'b1': 0.8802566528320312, 'b2': 0.9795403480529785, 'b3': 1.0284148454666138}",0.035294118,0.922399827,0.894117647,0.964705882,0.796209776
0.897058824,0.959183673,0.829411765,0.889589905,0.911972318,0.170588235,"[[164, 6], [29, 141]]",20.59595203,TTFS,4,123,within,25,"{'b1': 0.8740543127059937, 'b2': 0.9753634929656982, 'b3': 1.02423894405365}",0.035294118,0.905161633,0.897058824,0.964705882,0.801486934
0.852941176,0.9,0.794117647,0.84375,0.860190311,0.205882353,"[[155, 15], [35, 135]]",26.8947401,TTFS,4,456,within,36,"{'b1': 0.8905459642410278, 'b2': 0.9928573369979858, 'b3': 1.0247728824615479}",0.088235294,0.836726636,0.852941176,0.911764706,0.710818653
0.829411765,0.894366197,0.747058824,0.814102564,0.864377163,0.252941176,"[[155, 15], [43, 127]]",26.98968601,Delta-Mod,0,42,within,31,"{'b1': 0.8940849304199219, 'b2': 0.9809584021568298, 'b3': 1.0089879035949707}",0.088235294,0.852595806,0.829411765,0.911764706,0.667945849
0.838235294,0.907801418,0.752941176,0.823151125,0.86916955,0.247058824,"[[157, 13], [42, 128]]",25.81005859,Delta-Mod,0,123,within,22,"{'b1': 0.8884619474411011, 'b2': 0.9843059182167053, 'b3': 1.0088964700698853}",0.076470588,0.867006218,0.838235294,0.923529412,0.686533519
0.844117647,0.953488372,0.723529412,0.822742475,0.883235294,0.276470588,"[[164, 6], [47, 123]]",25.81654167,Delta-Mod,0,456,within,19,"{'b1': 0.8975552916526794, 'b2': 0.9692485928535461, 'b3': 1.011271357536316}",0.035294118,0.895423274,0.844117647,0.964705882,0.709169059
0.838235294,0.919708029,0.741176471,0.820846906,0.870743945,0.258823529,"[[159, 11], [44, 126]]",22.23452091,Delta-Mod,1,42,within,33,"{'b1': 0.8919104337692261, 'b2': 0.9898131489753723, 'b3': 1.0103285312652588}",0.064705882,0.861942587,0.838235294,0.935294118,0.68958775
0.829411765,0.9,0.741176471,0.812903226,0.856176471,0.258823529,"[[156, 14], [44, 126]]",22.56616116,Delta-Mod,1,123,within,34,"{'b1': 0.884865939617157, 'b2': 1.0011411905288696, 'b3': 1.009809136390686}",0.082352941,0.846080065,0.829411765,0.917647059,0.669328021
0.852941176,0.916666667,0.776470588,0.840764331,0.868546713,0.223529412,"[[158, 12], [38, 132]]",22.05153465,Delta-Mod,1,456,within,49,"{'b1': 0.886648416519165, 'b2': 1.0084120035171509, 'b3': 1.0109412670135498}",0.070588235,0.857661288,0.852941176,0.929411765,0.714285714
0.814705882,0.908396947,0.7,0.790697674,0.838806228,0.3,"[[158, 12], [51, 119]]",25.56639194,Delta-Mod,2,42,within,39,"{'b1': 0.8898677229881287, 'b2': 1.001572847366333, 'b3': 1.0089718103408813}",0.070588235,0.822727224,0.814705882,0.929411765,0.646658494
0.817647059,0.909090909,0.705882353,0.794701987,0.86150519,0.294117647,"[[158, 12], [50, 120]]",23.85568523,Delta-Mod,2,123,within,21,"{'b1': 0.8905222415924072, 'b2': 0.9796717166900635, 'b3': 1.0097508430480957}",0.070588235,0.85851828,0.817647059,0.929411765,0.651786142
0.811764706,0.801136364,0.829411765,0.815028902,0.829636678,0.170588235,"[[135, 35], [29, 141]]",25.09381962,Delta-Mod,2,456,within,34,"{'b1': 0.8915186524391174, 'b2': 1.0018361806869507, 'b3': 1.012435793876648}",0.205882353,0.778871952,0.811764706,0.794117647,0.623918132
0.835294118,0.890410959,0.764705882,0.82278481,0.874619377,0.235294118,"[[154, 16], [40, 130]]",26.75024319,Delta-Mod,3,42,within,25,"{'b1': 0.895470917224884, 'b2': 0.9734217524528503, 'b3': 1.024389624595642}",0.094117647,0.849681495,0.835294118,0.905882353,0.677372496
0.85,0.860606061,0.835294118,0.847761194,0.871072664,0.164705882,"[[147, 23], [28, 142]]",26.60442352,Delta-Mod,3,123,within,26,"{'b1': 0.8854266405105591, 'b2': 0.9928988218307495, 'b3': 1.015279769897461}",0.135294118,0.840653388,0.85,0.864705882,0.700302965
0.847058824,0.888157895,0.794117647,0.838509317,0.879844291,0.205882353,"[[153, 17], [35, 135]]",27.20801449,Delta-Mod,3,456,within,42,"{'b1': 0.892216145992279, 'b2': 1.0021024942398071, 'b3': 1.0103076696395874}",0.1,0.849666183,0.847058824,0.9,0.698041573
0.835294118,0.9453125,0.711764706,0.812080537,0.910467128,0.288235294,"[[163, 7], [49, 121]]",25.78682041,Delta-Mod,4,42,within,20,"{'b1': 0.8949711918830872, 'b2': 0.9679058194160461, 'b3': 1.024366021156311}",0.041176471,0.90896491,0.835294118,0.958823529,0.692041177
0.847058824,0.983606557,0.705882353,0.821917808,0.925363322,0.294117647,"[[168, 2], [50, 120]]",24.51338673,Delta-Mod,4,123,within,19,"{'b1': 0.8906586170196533, 'b2': 0.9724876284599304, 'b3': 1.0084720849990845}",0.011764706,0.938160946,0.847058824,0.988235294,0.723558826
0.841176471,0.897260274,0.770588235,0.829113924,0.884238754,0.229411765,"[[155, 15], [39, 131]]",24.34268093,Delta-Mod,4,456,within,27,"{'b1': 0.8930423259735107, 'b2': 0.991689145565033, 'b3': 1.0120353698730469}",0.088235294,0.863669561,0.841176471,0.911764706,0.689256224
0.885294118,0.911949686,0.852941176,0.881458967,0.914896194,0.147058824,"[[156, 14], [25, 145]]",18.17012882,PDE,0,42,within,31,"{'b1': 0.8939459919929504, 'b2': 1.0278816223144531, 'b3': 1.0147804021835327}",0.082352941,0.88886007,0.885294118,0.917647059,0.772206488
0.876470588,0.885542169,0.864705882,0.875,0.910380623,0.135294118,"[[151, 19], [23, 147]]",18.31233978,PDE,0,123,within,40,"{'b1': 0.8708231449127197, 'b2': 1.0312708616256714, 'b3': 1.009629249572754}",0.111764706,0.880308777,0.876470588,0.888235294,0.75314969
0.882352941,0.882352941,0.882352941,0.882352941,0.907301038,0.117647059,"[[150, 20], [20, 150]]",23.00487995,PDE,0,456,within,22,"{'b1': 0.8864114284515381, 'b2': 0.9684847593307495, 'b3': 1.0110644102096558}",0.117647059,0.883272223,0.882352941,0.882352941,0.764705882
0.832352941,0.874172185,0.776470588,0.822429907,0.875086505,0.223529412,"[[151, 19], [38, 132]]",21.90086746,PDE,1,42,within,34,"{'b1': 0.8872635364532471, 'b2': 1.022974967956543, 'b3': 1.0134080648422241}",0.111764706,0.836292229,0.832352941,0.888235294,0.668896722
