alpha,lags,min_votes,ws,thr_s,sparsity_event,sparsity_noise,sparsity_avg,sp_ratio,snr,precision,in_target
1.0,"[2, 4, 8]",2,8,0.35,0.21988576819654554,0.2825637757778168,0.2512247719871812,0.7781810233504394,1.5690024245744991,0.21886553550830284,False
1.0,"[2, 4, 8]",2,8,0.5,0.06799229513853788,0.09153686463832855,0.07976457988843322,0.7427859300969325,2.3058383916237757,0.24389230126136682,False
1.0,"[2, 4, 8]",2,16,0.2,0.40173321139067414,0.43147072196006775,0.41660196667537097,0.9310787289707555,1.1726625047281416,0.19764728174865012,False
1.0,"[2, 4, 8]",2,16,0.35,0.3241329879872501,0.3948703706264496,0.35950167930684984,0.8208592289996922,1.4503421748097207,0.21249034404005215,False
1.0,"[2, 4, 8]",2,16,0.5,0.14991795763839036,0.20195966958999634,0.17593881361419333,0.742316314652043,2.11383335887597,0.23637669283692958,False
1.0,"[2, 4, 8]",3,4,0.2,0.06542613398982212,0.07627423852682114,0.07085018625832162,0.8577749873807737,1.3674077572147767,0.21073513487324816,False
1.0,"[2, 4, 8]",3,4,0.35,0.030786642724997364,0.04047318547964096,0.035629914102319166,0.7606676460019147,1.6758385130772968,0.2249430925953493,False
1.0,"[2, 4, 8]",3,4,0.5,0.008069006164441816,0.011198225431144238,0.009633615797793028,0.7205611473046871,2.1335519388471846,0.24215368875476997,True
1.0,"[2, 4, 8]",3,8,0.2,0.08026709700468927,0.08708616346120834,0.0836766302329488,0.9216974754025471,1.308288521391337,0.2083847308876284,False
1.0,"[2, 4, 8]",3,8,0.35,0.05532495559426025,0.06805584579706192,0.061690400695661084,0.812934656035804,1.6786349195427863,0.22464754868255113,False
1.0,"[2, 4, 8]",3,8,0.5,0.021394624303793533,0.027621492743492126,0.02450805852364283,0.7745643764613084,2.387540414882665,0.24782272145122988,False
1.0,"[2, 4, 8]",3,16,0.2,0.08529390720650554,0.08870502561330795,0.08699946640990674,0.9615453760007633,1.2564482872154157,0.20537638958281604,False
1.0,"[2, 4, 8]",3,16,0.35,0.07177122955908999,0.08384285122156143,0.07780704039032571,0.8560208594222157,1.5685710883324142,0.21954966828205216,False
1.0,"[2, 4, 8]",3,16,0.5,0.03878738386090845,0.049799367785453796,0.04429337582318112,0.7788730175855384,2.2790759698808962,0.24237115944619292,False
1.5,"[1, 4, 8]",1,4,0.2,0.33524380505084994,0.40853455662727356,0.37188918083906175,0.8206008515375348,1.2791946295958494,0.2043223864992615,False
1.5,"[1, 4, 8]",1,4,0.35,0.12073997949482873,0.1638718843460083,0.14230593192041852,0.7367949662426018,1.6391351741739089,0.2217565775293042,False
1.5,"[1, 4, 8]",1,4,0.5,0.024841731565538795,0.034958451986312866,0.02990009177592583,0.7106073110807358,2.2494588413391625,0.24228885716293008,False
1.5,"[1, 4, 8]",1,8,0.2,0.46365918865427375,0.527467668056488,0.4955634283553809,0.8790286433340576,1.2135563207856424,0.20042865341936703,False
1.5,"[1, 4, 8]",1,8,0.35,0.26970448341686276,0.34920042753219604,0.3094524554745294,0.7723486632673042,1.5508090573266982,0.21806690143203014,False
1.5,"[1, 4, 8]",1,8,0.5,0.08063848712015897,0.1094682514667511,0.09505336929345504,0.7366381214616494,2.2715811624215965,0.24272946318349567,False
1.5,"[1, 4, 8]",1,16,0.2,0.5062615698762238,0.5465489029884338,0.5264052364323288,0.9262877797541521,1.1636801545710092,0.19693269413750386,False
1.5,"[1, 4, 8]",1,16,0.35,0.4059543509734794,0.497620165348053,0.4517872581607662,0.8157916001847327,1.4325262016724858,0.21173334157050705,False
1.5,"[1, 4, 8]",1,16,0.5,0.18394982930272818,0.24939869344234467,0.21667426137253643,0.7375733479744682,2.076874063255703,0.23549527063849382,False
1.5,"[1, 4, 8]",2,4,0.2,0.10182540640700609,0.11694910377264023,0.10938725508982317,0.8706813743948308,1.418021718633433,0.21432245052303187,False
1.5,"[1, 4, 8]",2,4,0.35,0.0478927937510889,0.06214487552642822,0.05501883463875856,0.7706636041248748,1.8036041565162777,0.22960969183448468,False
1.5,"[1, 4, 8]",2,4,0.5,0.012409849743708037,0.016779398545622826,0.014594624144665431,0.7395884727313629,2.4395183666635862,0.24924708418941008,True
1.5,"[1, 4, 8]",2,8,0.2,0.12462505454197526,0.13273972272872925,0.12868238863535225,0.9388678232864975,1.3470499981305792,0.211547653983871,False
1.5,"[1, 4, 8]",2,8,0.35,0.08616871577920392,0.10449185222387314,0.09533028400153853,0.8246453091346106,1.7346709301895877,0.22790058230973956,False
1.5,"[1, 4, 8]",2,8,0.5,0.03308487358968705,0.041863735765218735,0.03747430467745289,0.790299121302372,2.5338217697225103,0.2517723439112888,False
1.5,"[1, 4, 8]",2,16,0.2,0.13265051562339067,0.13510538637638092,0.1338779509998858,0.9818299564596825,1.2932816000455796,0.208478011219413,False
1.5,"[1, 4, 8]",2,16,0.35,0.11139308062847704,0.12797074019908905,0.11968191041378304,0.870457422182434,1.621137681587959,0.22264022226394445,False
1.5,"[1, 4, 8]",2,16,0.5,0.0600895868963562,0.07583867758512497,0.06796413224074058,0.7923343181836044,2.380544134707377,0.24576820027490612,False
1.5,"[1, 4, 8]",3,4,0.2,0.0016681898896786151,0.0006471243686974049,0.00115765712918801,2.577850518960537,2.993682012363524,0.3170463043369091,False
1.5,"[1, 4, 8]",3,4,0.35,0.0008577322401106357,0.00039817282231524587,0.0006279525312129408,2.1541707320032564,3.544559033931074,0.3287299805496878,False
1.5,"[1, 4, 8]",3,4,0.5,0.00034825819664547453,0.00015385587175842375,0.00025105703420194917,2.2635352987521395,4.350665609583918,0.3507025055278791,False
1.5,"[1, 4, 8]",3,8,0.2,0.0023495662651839668,0.0007559699006378651,0.001552768082910916,3.108015627608285,2.8660722629468838,0.31323582477074524,False
1.5,"[1, 4, 8]",3,8,0.35,0.0016007137981068808,0.0005745082162320614,0.0010876110071694712,2.7862330822790247,3.8562008578141853,0.33116944619283456,False
1.5,"[1, 4, 8]",3,8,0.5,0.0009786953579896363,0.00031338457483798265,0.0006460399664138095,3.1229851006406877,5.2930140290309025,0.3479215752537857,False
1.5,"[1, 4, 8]",3,16,0.2,0.002699422819132451,0.0008285416406579316,0.0017639822298951913,3.258041221668573,2.592731976102242,0.300366608497643,False
1.5,"[1, 4, 8]",3,16,0.35,0.0020254508159996474,0.0006918612634763122,0.0013586560397379798,2.9275389777173073,3.4637532651030494,0.32054599538079853,False
1.5,"[1, 4, 8]",3,16,0.5,0.0014233948040055112,0.0004598599625751376,0.0009416273832903244,3.0952788236547977,5.076747781120926,0.33866334794918657,False
1.5,"[1, 3, 8]",1,4,0.2,0.31311368429102004,0.38084763288497925,0.34698065858799965,0.8221494825086239,1.2890222163876859,0.2052027516363887,False
1.5,"[1, 3, 8]",1,4,0.35,0.11403595293406397,0.15434198081493378,0.13418896687449888,0.7388524647147079,1.6506291592895992,0.22248840976899373,False
1.5,"[1, 3, 8]",1,4,0.5,0.023833948061219416,0.03340600058436394,0.028619974322791675,0.7134630798149231,2.261069480590075,0.24267652131951764,False
1.5,"[1, 3, 8]",1,8,0.2,0.43261457345448434,0.49139800667762756,0.462006290066056,0.880375108518283,1.2228304704362984,0.2013259052846115,False
1.5,"[1, 3, 8]",1,8,0.35,0.25298384625464676,0.326656311750412,0.2898200790025294,0.7744648952258542,1.5623943001207101,0.2188763771636877,False
1.5,"[1, 3, 8]",1,8,0.5,0.07659453901462257,0.10351716727018356,0.09005585314240307,0.7399211264611603,2.2864129859319906,0.2433659850040567,False
1.5,"[1, 3, 8]",1,16,0.2,0.4724281967803836,0.5092763900756836,0.4908522934280336,0.9276459816057367,1.1721423905870771,0.1978201058943523,False
1.5,"[1, 3, 8]",1,16,0.35,0.37937122988514604,0.46403512358665466,0.42170317673590035,0.8175485229499048,1.444052504059811,0.21257908581195806,False
1.5,"[1, 3, 8]",1,16,0.5,0.17313406405504794,0.23390120267868042,0.20351763336686418,0.7402016837548683,2.092112502454824,0.2362697620174731,False
1.5,"[1, 3, 8]",2,4,0.2,0.06608886947855354,0.07309909164905548,0.0695939805638045,0.9040997362298616,1.5089893201854567,0.2210533364881121,False
1.5,"[1, 3, 8]",2,4,0.35,0.033226191910216585,0.04161982610821724,0.03742300900921691,0.798326062771717,1.9024877937765752,0.23525107361005212,False
1.5,"[1, 3, 8]",2,4,0.5,0.009453992497292348,0.01228555291891098,0.010869772708101664,0.7695211245022557,2.5575428772003206,0.25421861194627127,True
1.5,"[1, 3, 8]",2,8,0.2,0.08011082309298218,0.08175056427717209,0.08093069368507713,0.9799421423119425,1.434597121774055,0.2186306425541261,False
1.5,"[1, 3, 8]",2,8,0.35,0.05716510234866291,0.06643229722976685,0.06179869978921488,0.8605016645886587,1.8423089812748332,0.23411982621058997,False
1.5,"[1, 3, 8]",2,8,0.5,0.02409908809699118,0.02905089594423771,0.026574992020614446,0.8295471555592857,2.6643646802813596,0.2568942832163884,False
1.5,"[1, 3, 8]",2,16,0.2,0.08551514342427254,0.08330295234918594,0.08440904788672923,1.0265559744607085,1.376223327931269,0.21552335269007017,False
1.5,"[1, 3, 8]",2,16,0.35,0.07197975404094904,0.07918830215930939,0.07558402810012921,0.9089695331027765,1.7292434014004863,0.22933010755106806,False
1.5,"[1, 3, 8]",2,16,0.5,0.04129118507960811,0.04965618625283241,0.04547368566622026,0.8315416103316401,2.521852758067068,0.25129104868945434,False
1.5,"[1, 3, 8]",3,4,0.2,0.0016891735002718634,0.0006533127743750811,0.0011712431373234722,2.585551004857701,3.00185623325996,0.3175690705112356,False
1.5,"[1, 3, 8]",3,4,0.35,0.0008641427586553619,0.0003997985040768981,0.00063197063136613,2.1614457028812466,3.5569625576126738,0.3290507973522472,False
1.5,"[1, 3, 8]",3,4,0.5,0.0003501161203166703,0.0001542793761473149,0.0002521977482319926,2.2693643768844325,4.363434450308917,0.3508887959964341,False
1.5,"[1, 3, 8]",3,8,0.2,0.0023898736253613606,0.0007696106331422925,0.0015797421292518266,3.1053022430363164,2.8654503160283245,0.3135053603784763,False
1.5,"[1, 3, 8]",3,8,0.35,0.0016167452160152607,0.0005791120347566903,0.0010979286253859754,2.7917658742742666,3.8605277212841687,0.33163474883676825,False
1.5,"[1, 3, 8]",3,8,0.5,0.000984596995076572,0.00031489410321228206,0.0006497455491444271,3.1267558999439817,5.301831621646677,0.34822428605810274,False
1.5,"[1, 3, 8]",3,16,0.2,0.002759433059836738,0.0008519330876879394,0.0018056830737623387,3.2390255757357203,2.5845158978945584,0.29984709416516125,False
1.5,"[1, 3, 8]",3,16,0.35,0.002057441940996796,0.0007033059955574572,0.0013803739682771265,2.9253866083794975,3.4657405459104584,0.3207370886547142,False
1.5,"[1, 3, 8]",3,16,0.5,0.0014382650231709703,0.0004635416844394058,0.0009509033538051881,3.1027738636070397,5.083023053309957,0.3388652542312775,False
1.5,"[1, 4, 12]",1,4,0.2,0.309658846212551,0.3766220211982727,0.34314043370541186,0.8222005851578473,1.2910209132666237,0.20524512631061953,False
1.5,"[1, 4, 12]",1,4,0.35,0.11275190544081852,0.15261320769786835,0.13268255656934344,0.7388083059235337,1.6529616471025048,0.22255475039899467,False
1.5,"[1, 4, 12]",1,4,0.5,0.023581270489958114,0.03308728709816933,0.028334278794063722,0.7126988205467844,2.2652214960265376,0.2428045986208599,False
1.5,"[1, 4, 12]",1,8,0.2,0.42810948444530367,0.4863397479057312,0.45722461617551746,0.8802683438662421,1.2249332986511254,0.2013848027252243,False
1.5,"[1, 4, 12]",1,8,0.35,0.2501449146680534,0.3230515420436859,0.2865982283558697,0.7743188999674441,1.5658049871461248,0.2189545981503761,False
1.5,"[1, 4, 12]",1,8,0.5,0.07578409494133666,0.10247070342302322,0.08912739918217993,0.7395684074547829,2.292928713773027,0.2434563297391287,False
1.5,"[1, 4, 12]",1,16,0.2,0.46764261163771154,0.504230260848999,0.48593643624335525,0.9274386088020918,1.1740960225163004,0.19788492970605148,False
1.5,"[1, 4, 12]",1,16,0.35,0.37534230497665705,0.45922836661338806,0.4172853357950226,0.8173325784394491,1.4486087496292317,0.21266866745056176,False
1.5,"[1, 4, 12]",1,16,0.5,0.17127949117217212,0.23149771988391876,0.20138860552804544,0.7398754996725574,2.108035399691957,0.23638614710973344,False
1.5,"[1, 4, 12]",2,4,0.2,0.09785626005847008,0.11212610453367233,0.10499118229607121,0.8727339673972451,1.432986472260806,0.21561725059698802,False
1.5,"[1, 4, 12]",2,4,0.35,0.04413423161720857,0.056701935827732086,0.05041808372247033,0.7783549357343663,1.8249984329784448,0.23110104109058738,False
1.5,"[1, 4, 12]",2,4,0.5,0.011331902316305787,0.015037043020129204,0.013184472668217494,0.7535991152739562,2.450410611045212,0.25035870627922124,True
1.5,"[1, 4, 12]",2,8,0.2,0.12277892106678337,0.1309279501438141,0.12685343560529871,0.9377594389274433,1.3582869678086416,0.21258736233532546,False
1.5,"[1, 4, 12]",2,8,0.35,0.08194445699919015,0.09920958429574966,0.0905770206474699,0.8259731918128883,1.7516920830185299,0.22895951289170624,False
1.5,"[1, 4, 12]",2,8,0.5,0.030578876282088458,0.03841119632124901,0.03449503630166873,0.796092785716551,2.5616813724972354,0.252361681850889,False
1.5,"[1, 4, 12]",2,16,0.2,0.1314926569350064,0.13392585515975952,0.13270925604738296,0.9818317514429863,1.3048403236418158,0.20950206412235275,False
1.5,"[1, 4, 12]",2,16,0.35,0.1091319670341909,0.12554754316806793,0.11733975510112941,0.8692481292771947,1.6402343446025824,0.22369968348702968,False
1.5,"[1, 4, 12]",2,16,0.5,0.05712854176061228,0.07205352187156677,0.06459103181608952,0.7928625870979934,2.3997101779721457,0.24622288615602883,False
1.5,"[1, 4, 12]",3,4,0.2,0.004140010249102488,0.0025642418768256903,0.003352126062964089,1.614516277312912,2.326383557535901,0.2764163020301203,True
1.5,"[1, 4, 12]",3,4,0.35,0.00193008196860319,0.0012153449933975935,0.0015727134810003917,1.588093898513123,2.923935872776626,0.2938187095531612,False
1.5,"[1, 4, 12]",3,4,0.5,0.0006865881137491669,0.0003321721451357007,0.0005093801294424338,2.0669647464530128,3.8943006091950125,0.3183589603198925,False
1.5,"[1, 4, 12]",3,8,0.2,0.005698179640457966,0.003195829689502716,0.004447004664980341,1.7830047887641425,2.1799365938882262,0.2707499461205589,True
1.5,"[1, 4, 12]",3,8,0.35,0.0036668203567387534,0.0022242930717766285,0.002945556714257691,1.648532921882422,2.8828528614104028,0.28948823383925626,False
1.5,"[1, 4, 12]",3,8,0.5,0.0018115949434286448,0.0008535587112419307,0.0013325768273352878,2.122402266614757,4.221740453825684,0.31333328479202466,False
1.5,"[1, 4, 12]",3,16,0.2,0.006487721998710185,0.003405768657103181,0.004946745327906683,1.9049215175491097,2.0231720962438744,0.2633214162310469,True
1.5,"[1, 4, 12]",3,16,0.35,0.00493254782166332,0.002990870736539364,0.003961709279101342,1.649201271523558,2.608993819086396,0.279548881852661,True
1.5,"[1, 4, 12]",3,16,0.5,0.002939303281309549,0.0016360689187422395,0.0022876861000258944,1.7965644647593433,3.8884990985468666,0.3020329796787701,False
1.5,"[2, 4, 8]",1,4,0.2,0.3411926256725565,0.4159754812717438,0.37858405347215013,0.8202229242681398,1.2780589015276391,0.2042587156704394,False
1.5,"[2, 4, 8]",1,4,0.35,0.12241905408445745,0.1661400943994522,0.14427957424195484,0.7368423289210619,1.635654628606863,0.2215461892892199,False
1.5,"[2, 4, 8]",1,4,0.5,0.025197329293587246,0.03544078767299652,0.03031905848329188,0.7109697878635441,2.2390605318079473,0.24151950131374178,False
1.5,"[2, 4, 8]",1,8,0.2,0.4735000554844737,0.5389826893806458,0.5062413724325597,0.8785069814182358,1.2127172017820023,0.2003789163575857,False
1.5,"[2, 4, 8]",1,8,0.35,0.2746281049819663,0.35570693016052246,0.3151675175712444,0.7720628463944542,1.5484093581221907,0.21794201221091497,False
1.5,"[2, 4, 8]",1,8,0.5,0.08198725422844291,0.11132051795721054,0.09665388609282673,0.7364972399783231,2.261799640102085,0.24226911749312421,False
1.5,"[2, 4, 8]",1,16,0.2,0.5174653554335237,0.5588654279708862,0.5381653917022049,0.9259212138283864,1.1629789139812161,0.1968896299347398,False
1.5,"[2, 4, 8]",1,16,0.35,0.4146080972114578,0.5084236264228821,0.46151586181716997,0.8154776364908874,1.4304646945141357,0.21164799989543098,False
1.5,"[2, 4, 8]",1,16,0.5,0.18761243181768805,0.25441810488700867,0.22101526835234836,0.7374177710387784,2.0692591242995912,0.23523014032369247,False
1.5,"[2, 4, 8]",2,4,0.2,0.15806270146276802,0.18576675653457642,0.17191472899867222,0.8508664543182036,1.364285617143531,0.21139861528674372,False
1.5,"[2, 4, 8]",2,4,0.35,0.06697720656986349,0.08804773539304733,0.07751247098145542,0.7606919845340204,1.7349966573701474,0.22759387312951732,False
1.5,"[2, 4, 8]",2,4,0.5,0.01593781423638575,0.02170337736606598,0.018820595801225866,0.7343471924929574,2.3588083982667114,0.2477713760152983,False
1.5,"[2, 4, 8]",2,8,0.2,0.20383195711299776,0.22346706688404083,0.21364951199851928,0.9121342126836438,1.2977317207663936,0.2081665416643955,False
1.5,"[2, 4, 8]",2,8,0.35,0.13112788908183576,0.16297687590122223,0.147052382491529,0.8045797194033241,1.6616341890112136,0.22507613274126925,False
1.5,"[2, 4, 8]",2,8,0.5,0.04557293717516586,0.058940380811691284,0.05225665899342857,0.7732039825254423,2.432156988083747,0.24942634333885508,False
1.5,"[2, 4, 8]",2,16,0.2,0.21930724017322065,0.22932521998882294,0.2243162300810218,0.9563154030067406,1.2464144857180377,0.20496620979218277,False
1.5,"[2, 4, 8]",2,16,0.35,0.18067351429723202,0.21338273584842682,0.1970281250728294,0.8467110217649975,1.5492381020976265,0.21935000938970917,False
1.5,"[2, 4, 8]",2,16,0.5,0.0904118132777512,0.11726726591587067,0.10383953959681094,0.7709893513046857,2.2653835797097837,0.24284775502135744,False
1.5,"[2, 4, 8]",3,4,0.2,0.022428705573547633,0.024029407650232315,0.023229056611889974,0.933385703884831,1.5673081408607425,0.22567808262509062,False
1.5,"[2, 4, 8]",3,4,0.35,0.012310734285856597,0.015106160193681717,0.013708447239769158,0.8149479502412313,1.8807827264325334,0.23687468727046507,True
1.5,"[2, 4, 8]",3,4,0.5,0.00390787566662766,0.005075092427432537,0.004491484047030099,0.7700107382289851,2.338021281129882,0.25144488593679853,True
1.5,"[2, 4, 8]",3,8,0.2,0.02665220288792625,0.026069555431604385,0.026360879159765316,1.0223497273611162,1.5103069632194934,0.22443618836608947,False
1.5,"[2, 4, 8]",3,8,0.35,0.01999340161914006,0.02227737009525299,0.021135385857196525,0.8974758480759982,1.9394141341501778,0.23900892820802255,False
1.5,"[2, 4, 8]",3,8,0.5,0.00954375340952538,0.011078192852437496,0.010310973130981439,0.8614900946976655,2.705650691321356,0.2592211454109929,True
1.5,"[2, 4, 8]",3,16,0.2,0.02833475753199309,0.026496710255742073,0.027415733893867582,1.0693688861187096,1.4470275540292783,0.2212750848972064,False
1.5,"[2, 4, 8]",3,16,0.35,0.024130153690930457,0.025405583903193474,0.024767868797061963,0.9497972486236502,1.8226782068015683,0.23478421676249128,False
1.5,"[2, 4, 8]",3,16,0.5,0.015143073747167364,0.017362995073199272,0.016253034410183317,0.8721464058088413,2.621802838159214,0.25527916318169447,False
2.0,"[1, 4, 8]",1,4,0.2,0.23399066937621682,0.2797106206417084,0.2568506450089626,0.8365455299459083,1.327041696474538,0.20860736744041788,False
2.0,"[1, 4, 8]",1,4,0.35,0.09191911218920723,0.12269383668899536,0.1073064744391013,0.7491746502491728,1.6939864912045777,0.2252126626318204,False
2.0,"[1, 4, 8]",1,4,0.5,0.02028604848543182,0.028028536587953568,0.024157292536692694,0.7237640974145827,2.315155511886763,0.24547383000390255,False
2.0,"[1, 4, 8]",1,8,0.2,0.3097006046120077,0.3453430235385895,0.32752181407529857,0.8967912582644109,1.263487133813057,0.20531109179704798,False
2.0,"[1, 4, 8]",1,8,0.35,0.19060444990638645,0.2414417266845703,0.2160230882954784,0.7894428710551766,1.6140149009785179,0.22244823421002366,False
2.0,"[1, 4, 8]",1,8,0.5,0.06134212093194947,0.08103242516517639,0.07118727304856293,0.7570070969356991,2.362473291081324,0.2468983996825409,False
2.0,"[1, 4, 8]",1,16,0.2,0.3349467479996383,0.3554329574108124,0.34518985270522534,0.9423626622572989,1.2141682676899854,0.20211042551120045,False
2.0,"[1, 4, 8]",1,16,0.35,0.2727645009197295,0.3277025520801544,0.30023352649994195,0.832353911156031,1.5010999810542522,0.21663938998615775,False
2.0,"[1, 4, 8]",1,16,0.5,0.12986126348841937,0.17171436548233032,0.15078781448537484,0.7562632463722571,2.1842379258350046,0.24029897176544182,False
2.0,"[1, 4, 8]",2,4,0.2,0.05205417688470334,0.05688464269042015,0.05446940978756175,0.9150831300460941,1.5330477383397068,0.22219125366595108,False
2.0,"[1, 4, 8]",2,4,0.35,0.027892592205898837,0.0348370298743248,0.031364811040111816,0.8006593072521353,1.9272420138126116,0.2350022653029737,False
2.0,"[1, 4, 8]",2,4,0.5,0.008346953564905562,0.010939600877463818,0.00964327722118469,0.7630034823391727,2.551048114884101,0.25230848407096346,True
2.0,"[1, 4, 8]",2,8,0.2,0.061563388016074895,0.06174028292298317,0.06165183546952903,0.9971348542874522,1.4592747179199992,0.22009786370952497,False
2.0,"[1, 4, 8]",2,8,0.35,0.045888480155263096,0.05258103832602501,0.04923475924064405,0.8727191705636321,1.875024841008754,0.2349370910808284,False
2.0,"[1, 4, 8]",2,8,0.5,0.02066866115434095,0.024809367954730988,0.022739014554535968,0.8330990612922716,2.6954691974517857,0.25655718284586326,False
2.0,"[1, 4, 8]",2,16,0.2,0.0653225376084447,0.06261548399925232,0.06396901080384851,1.0432329742787696,1.3993777618654581,0.21698945868280134,False
2.0,"[1, 4, 8]",2,16,0.35,0.05570203893817961,0.06021969020366669,0.05796086457092315,0.9249804964089303,1.7615321586561279,0.2305405830620657,False
2.0,"[1, 4, 8]",2,16,0.5,0.03378823766252026,0.04012778401374817,0.036958010838134214,0.8420160368423056,2.568155477907137,0.25175781297293726,False
2.0,"[1, 4, 8]",3,4,0.2,0.0008436919393170683,0.0001520389341749251,0.0004978654367459967,5.549183463404031,7.9562880276294985,0.43046611753714387,False
2.0,"[1, 4, 8]",3,4,0.35,0.00042261612004040216,8.254781278083101e-05,0.00025258196641061656,5.119652548062918,10.39437493661207,0.45639777408010557,False
2.0,"[1, 4, 8]",3,4,0.5,0.0001866051912952571,3.924863267457113e-05,0.00011292691198491411,4.754438016796368,15.276158082179409,0.4720364591499674,False
2.0,"[1, 4, 8]",3,8,0.2,0.0012294603800910408,0.00019578210776671767,0.0007126212439288792,6.279738195259358,7.128925176822561,0.4182336512024631,False
2.0,"[1, 4, 8]",3,8,0.35,0.0008293271893580822,0.0001243647566298023,0.00047684597299394224,6.668506511267883,9.728989278411238,0.45368234997189577,False
2.0,"[1, 4, 8]",3,8,0.5,0.0005395013675752125,6.932718679308891e-05,0.0003044142771841507,7.7819596111030185,12.787508025701477,0.46901872426438784,False
2.0,"[1, 4, 8]",3,16,0.2,0.0014113251403978211,0.00022434767743106931,0.0008178364089144452,6.2907945228514786,6.143635533355297,0.3989308651458123,False
2.0,"[1, 4, 8]",3,16,0.35,0.0010495116134734417,0.00016405395581386983,0.0006067827846436558,6.397356334791358,7.884335968928706,0.4307717305830192,False
2.0,"[1, 4, 8]",3,16,0.5,0.0007604064221777662,9.47711814660579e-05,0.00042758880182191205,8.023603910120126,10.871183495814739,0.45674383677913283,False
2.0,"[1, 3, 8]",1,4,0.2,0.20461015360429882,0.24331501126289368,0.22396258243359624,0.8409269635370933,1.3516376766580351,0.21070563979097642,False
2.0,"[1, 3, 8]",1,4,0.35,0.0817084938287735,0.10827101022005081,0.09498975202441215,0.7546664029707356,1.7232826829936903,0.22701963513609372,False
2.0,"[1, 3, 8]",1,4,0.5,0.018589286200003698,0.025427741929888725,0.02200851406494621,0.7310631927624353,2.3469946433190336,0.24681088069744875,False
2.0,"[1, 3, 8]",1,8,0.2,0.2712356593366712,0.300933301448822,0.2860844803927466,0.9013148695436044,1.2857337523266243,0.20736018639116083,False
2.0,"[1, 3, 8]",1,8,0.35,0.16788608967326582,0.21111823618412018,0.18950216292869299,0.7952230593990431,1.6438875365384427,0.2243913071748102,False
2.0,"[1, 3, 8]",1,8,0.5,0.055406745173968375,0.07235491275787354,0.06388082896592095,0.7657634162227513,2.399819920580595,0.24858186708413996,False
2.0,"[1, 3, 8]",1,16,0.2,0.2938024964183569,0.31005439162254333,0.3019284440204501,0.9475837283931416,1.2342315986361911,0.20408632380349445,False
2.0,"[1, 3, 8]",1,16,0.35,0.23940912610851228,0.2858431339263916,0.26262613001745194,0.8375542306017514,1.5286994371898919,0.21858273403458953,False
2.0,"[1, 3, 8]",1,16,0.5,0.11558786896523088,0.15136604011058807,0.13347695453790948,0.7636314518156275,2.2242238460597132,0.2421126499847742,False
2.0,"[1, 3, 8]",2,4,0.2,0.0280513388174586,0.028218979015946388,0.028135158916702492,0.9940593102821667,1.7001391434624962,0.23336443335356308,False
2.0,"[1, 3, 8]",2,4,0.35,0.016211738380370662,0.018888240680098534,0.017549989530234598,0.8582979566462243,2.103733734505074,0.24421852866631524,False
2.0,"[1, 3, 8]",2,4,0.5,0.005541246593929827,0.0067623937502503395,0.006151820172090083,0.8194208735219971,2.763156459207983,0.2600582366652816,True
2.0,"[1, 3, 8]",2,8,0.2,0.03324394131079316,0.030175182968378067,0.03170956213958562,1.1016980856630094,1.621106477116951,0.23167881746179775,False
2.0,"[1, 3, 8]",2,8,0.35,0.025401854519732297,0.026581238955259323,0.025991546737495812,0.95563094566389,2.073478438544055,0.2452673778722601,False
2.0,"[1, 3, 8]",2,8,0.5,0.01303695011883974,0.014264723286032677,0.01365083670243621,0.9139294087537533,2.931245031531015,0.26445747928861235,True
2.0,"[1, 3, 8]",2,16,0.2,0.035631512929685416,0.030720362439751625,0.03317593768471852,1.1598662938813133,1.5474665516699029,0.22798227991428577,False
2.0,"[1, 3, 8]",2,16,0.35,0.030108893420547247,0.029520085081458092,0.02981448925100267,1.0199460244597667,1.9558928572898653,0.24129001326917204,False
2.0,"[1, 3, 8]",2,16,0.5,0.019842254084069283,0.021347403526306152,0.020594828805187718,0.9294926223518428,2.8124918585990053,0.26025225420198694,False
2.0,"[1, 3, 8]",3,4,0.2,0.0008554576495953369,0.00015532445104327053,0.0005053910503193037,5.5075530211081976,7.997869649119805,0.4303815515433234,False
2.0,"[1, 3, 8]",3,4,0.35,0.0004263217198695202,8.351093129022047e-05,0.00025491632557987035,5.104981028027938,10.458276918842998,0.4565456597501179,False
2.0,"[1, 3, 8]",3,4,0.5,0.00018769467169249765,3.95252754969988e-05,0.00011360997359474823,4.748725197544784,15.317139819440872,0.4719669611816062,False
2.0,"[1, 3, 8]",3,8,0.2,0.0012518032780462819,0.0002027766458922997,0.0007272899619692908,6.173310898490496,7.126924031732341,0.41739583227077676,False
2.0,"[1, 3, 8]",3,8,0.35,0.0008383435760788416,0.000126909144455567,0.0004826263602672043,6.605856336635849,9.762390562977302,0.453431347077676,False
2.0,"[1, 3, 8]",3,8,0.5,0.0005428517763084529,7.019467011559755e-05,0.0003065232232120252,7.73351844825935,12.868791320035903,0.46906036768283227,False
2.0,"[1, 3, 8]",3,16,0.2,0.0014443613394723798,0.00023549862089566886,0.0008399299801840243,6.133205086208399,6.075568934213034,0.3968975824744848,False
2.0,"[1, 3, 8]",3,16,0.35,0.0010667144800572714,0.00016971312288660556,0.0006182138014719385,6.285397745995167,7.876714443085291,0.4298817281338415,False
2.0,"[1, 3, 8]",3,16,0.5,0.0007685655730711005,9.671789302956313e-05,0.0004326417330503318,7.946467287456087,10.935661304137543,0.45646689308050553,False
