alpha,lags,min_votes,ws,thr_s,sparsity_event,sparsity_noise,sparsity_avg,sp_ratio,snr,precision,in_target
2.0,"[1, 4, 12]",1,4,0.2,0.20881031067576258,0.24860511720180511,0.22870771393878386,0.8399276451991167,1.345347395877815,0.20980588537582662,False
2.0,"[1, 4, 12]",1,4,0.35,0.08308268430642783,0.11037459969520569,0.09672864200081677,0.752733731636235,1.715480525818963,0.22618580668568028,False
2.0,"[1, 4, 12]",1,4,0.5,0.0187623804731993,0.025797871872782707,0.022280126172991004,0.7272840397736064,2.3346680757178846,0.2457770653156331,False
2.0,"[1, 4, 12]",1,8,0.2,0.27633643431589006,0.30699440836906433,0.2916654213424772,0.90013507341698,1.2810769714299446,0.20659099565746147,False
2.0,"[1, 4, 12]",1,8,0.35,0.1708452660916373,0.21535907685756683,0.19310217147460207,0.7933042274537151,1.637881597906481,0.22356635451258625,False
2.0,"[1, 4, 12]",1,8,0.5,0.0560430123959668,0.07353765517473221,0.0647903337853495,0.7620995293200941,2.3968508989548423,0.24762244548270246,False
2.0,"[1, 4, 12]",1,16,0.2,0.2990964070893824,0.3162064254283905,0.3076514162588865,0.945889719616457,1.2303385681087071,0.20339149641426046,False
2.0,"[1, 4, 12]",1,16,0.35,0.2436602595821023,0.2915310561656952,0.2675956578738987,0.8357952075048054,1.526022069224101,0.2178972161942511,False
2.0,"[1, 4, 12]",1,16,0.5,0.11719257165212184,0.15408094227313995,0.1356367569626309,0.7605909590322601,2.232304144884523,0.24137743917526677,False
2.0,"[1, 4, 12]",2,4,0.2,0.04948808398097754,0.0536121167242527,0.05155010035261512,0.923076479809842,1.5529866398421035,0.22429601061958238,False
2.0,"[1, 4, 12]",2,4,0.35,0.02507388319238089,0.030735550448298454,0.027904716820339674,0.8157941805714106,1.9503419032881117,0.23768093695907738,False
2.0,"[1, 4, 12]",2,4,0.5,0.007362879099091515,0.00931659433990717,0.008339736719499342,0.7902972728514096,2.5602692911057994,0.25447209457488495,True
2.0,"[1, 4, 12]",2,8,0.2,0.059915696680545805,0.05987982824444771,0.059897762462496756,1.0005990069970085,1.4779333197717397,0.22202254317933692,False
2.0,"[1, 4, 12]",2,8,0.35,0.04282362364931032,0.04870935529470444,0.04576648947200738,0.8791662995787176,1.8938449795194152,0.23695064470761282,False
2.0,"[1, 4, 12]",2,8,0.5,0.018425471330992878,0.021674595773220062,0.02005003355210647,0.8500952693087073,2.74075916468676,0.25825299197276763,False
2.0,"[1, 4, 12]",2,16,0.2,0.0639253347646445,0.061036691069602966,0.062481012917123734,1.0473263482082849,1.4199806402932416,0.21897650606159005,False
2.0,"[1, 4, 12]",2,16,0.35,0.05375169745646417,0.05797522887587547,0.05586346316616982,0.9271493791175219,1.7874251027712555,0.2324667159324781,False
2.0,"[1, 4, 12]",2,16,0.5,0.031080300561152397,0.03661518916487694,0.033847744863014666,0.8488362690466754,2.5938129400043284,0.2531197937068646,False
2.0,"[1, 4, 12]",3,4,0.2,0.0014972677619880415,0.00029790643020533025,0.0008975870960966859,5.0259665793586885,3.782221502849517,0.35819218444667056,False
2.0,"[1, 4, 12]",3,4,0.35,0.0007568920759331377,0.00014082308916840702,0.00044885758255077237,5.374772563240594,4.796953562849193,0.38535704138383153,False
2.0,"[1, 4, 12]",3,4,0.5,0.0003378688530119689,5.328210681909695e-05,0.00019557547991553293,6.341131632784322,6.518171822186128,0.41549612089816945,False
2.0,"[1, 4, 12]",3,8,0.2,0.002129071034214576,0.00040437839925289154,0.0012667247167337337,5.26504639750327,3.5017005513430295,0.34623622526771214,False
2.0,"[1, 4, 12]",3,8,0.35,0.001387377048813505,0.0002429474116070196,0.0008151622302102623,5.710606421515045,4.600483047697921,0.3737707087316812,False
2.0,"[1, 4, 12]",3,8,0.5,0.0008402493192625116,0.00010951161675620824,0.0004748804680093599,7.672695775581978,6.518341614297789,0.40165362721185377,False
2.0,"[1, 4, 12]",3,16,0.2,0.0024907547763723414,0.00047382176853716373,0.0014822882724547526,5.256733526748005,3.158499865961393,0.3306275775477843,False
2.0,"[1, 4, 12]",3,16,0.35,0.001802486339583993,0.00034818306448869407,0.0010753347020363434,5.176835186487141,4.012143522391178,0.3530702679753449,False
2.0,"[1, 4, 12]",3,16,0.5,0.001207503414607345,0.0001809528621379286,0.0006942281383726368,6.673027441184896,5.8142130016111615,0.38281862202627964,False
2.0,"[2, 4, 8]",1,4,0.2,0.2366394810983911,0.28283169865608215,0.25973558987723666,0.8366794889781436,1.3277381157410542,0.2087063672678778,False
2.0,"[2, 4, 8]",1,4,0.35,0.09271682725520805,0.12367773056030273,0.10819727890775539,0.7496646876941295,1.6938433849119556,0.22521800728820382,False
2.0,"[2, 4, 8]",1,4,0.5,0.02048234633344691,0.028261004015803337,0.024371675174625122,0.7247564991673098,2.3116692547518465,0.24509892415284412,False
2.0,"[2, 4, 8]",1,8,0.2,0.31400590496137737,0.3501197099685669,0.33206280746497213,0.8968529791983669,1.2643044542296702,0.20542017624757136,False
2.0,"[2, 4, 8]",1,8,0.35,0.1928022031718865,0.2441587597131729,0.2184804814425297,0.7896591684786659,1.6142421530150342,0.22250178623864486,False
2.0,"[2, 4, 8]",1,8,0.5,0.06200109641300514,0.08183789998292923,0.07191949819796718,0.7576085948678803,2.3600811342996586,0.24674427791731432,False
2.0,"[2, 4, 8]",1,16,0.2,0.33987432705238463,0.36057034134864807,0.35022233420051635,0.942602005980709,1.2150589552738276,0.2022276154375868,False
2.0,"[2, 4, 8]",1,16,0.35,0.2765503240376711,0.33218148350715637,0.30436590377241374,0.8325278131636534,1.5017858553696624,0.21673088634688611,False
2.0,"[2, 4, 8]",1,16,0.5,0.13152416662778704,0.1738157719373703,0.15266996928257867,0.7566871818466401,2.181704388500071,0.24027268003701466,False
2.0,"[2, 4, 8]",2,4,0.2,0.0798275171034038,0.08911320567131042,0.08447036138735711,0.8957989615797638,1.4842140154450345,0.22099651506359805,False
2.0,"[2, 4, 8]",2,4,0.35,0.03877147199236788,0.04874590039253235,0.043758686192450116,0.7953791330174607,1.8576210372232236,0.23494454082261654,False
2.0,"[2, 4, 8]",2,4,0.5,0.010734152993536554,0.01399186160415411,0.012363007298845333,0.7671711811636016,2.4689364884616998,0.25304196987024624,True
2.0,"[2, 4, 8]",2,8,0.2,0.09865852453745902,0.10199261456727982,0.10032556955236942,0.9673104759205732,1.417818762252645,0.21854981082418817,False
2.0,"[2, 4, 8]",2,8,0.35,0.06870252390624955,0.08045103400945663,0.07457677895785308,0.8539669471267939,1.8067800328249026,0.2340625457045462,False
2.0,"[2, 4, 8]",2,8,0.5,0.028056519830133766,0.03399120643734932,0.031023863133741544,0.8254052377295277,2.600880445798347,0.2564567378570791,False
2.0,"[2, 4, 8]",2,16,0.2,0.10562801221385598,0.10420481860637665,0.10491641541011631,1.0136576563974005,1.3628147199300864,0.2154751040141855,False
2.0,"[2, 4, 8]",2,16,0.35,0.08842726107686757,0.09840574115514755,0.09341650111600756,0.8985985984034428,1.6980207983636801,0.2292108446756356,False
2.0,"[2, 4, 8]",2,16,0.5,0.04945710384752602,0.05998781695961952,0.05472246040357277,0.8244524697542803,2.4711089536572035,0.25109729851043083,False
2.0,"[2, 4, 8]",3,4,0.2,0.006844156417064369,0.005860119592398405,0.006352138004731387,1.1679209458357183,1.9376420908134184,0.25057642572763145,True
2.0,"[2, 4, 8]",3,4,0.35,0.004097663931315765,0.004231704398989677,0.0041646841651527215,0.9683247091394391,2.243515147313734,0.257425621436123,True
2.0,"[2, 4, 8]",3,4,0.5,0.0015827493168762885,0.0017534393118694425,0.0016680943143728656,0.9026541758031126,2.6784543164923207,0.2683445151499473,False
2.0,"[2, 4, 8]",3,8,0.2,0.008420262975851073,0.006222336087375879,0.007321299531613476,1.3532317858777243,1.8867654856049376,0.2501302946735086,True
2.0,"[2, 4, 8]",3,8,0.35,0.0064225546503439545,0.005565546918660402,0.005994050784502178,1.1539844590672914,2.42102015551924,0.2631995354026367,True
2.0,"[2, 4, 8]",3,8,0.5,0.0037594125681789593,0.003404760966077447,0.003582086767128203,1.1041634363278368,3.2701315517740155,0.27825143813170145,True
2.0,"[2, 4, 8]",3,16,0.2,0.009162192629883065,0.00638106232509017,0.007771627477486618,1.4358412695418385,1.7815702440943124,0.24502031542317126,True
2.0,"[2, 4, 8]",3,16,0.35,0.007561905723996461,0.006059176754206419,0.00681054123910144,1.2480087693013433,2.2791187565509405,0.25919891160709085,True
2.0,"[2, 4, 8]",3,16,0.5,0.00539279371034354,0.004700901452451944,0.005046847581397743,1.147182889258551,3.219367354590929,0.2756418464815579,True
2.5,"[1, 4, 8]",1,4,0.2,0.15004448428284378,0.17419098317623138,0.16211773372953758,0.8613791686969339,1.3973708581838236,0.21452489613977377,False
2.5,"[1, 4, 8]",1,4,0.35,0.06529576509958133,0.08497190475463867,0.07513383492711001,0.7684394658225758,1.7688079859363233,0.22981629729256384,False
2.5,"[1, 4, 8]",1,4,0.5,0.015870000018621794,0.021346205845475197,0.018608102932048495,0.7434576492658433,2.391166249579017,0.24907927354550338,False
2.5,"[1, 4, 8]",1,8,0.2,0.19061445010825992,0.2056940495967865,0.19815424985252322,0.9266891797886886,1.3355006608493085,0.21188476445880952,False
2.5,"[1, 4, 8]",1,8,0.35,0.12507170068100096,0.15314477682113647,0.1391082387510687,0.8166893006548757,1.699439760857064,0.22812465859842632,False
2.5,"[1, 4, 8]",1,8,0.5,0.04461880122544244,0.056675564497709274,0.05064718286157586,0.7872669927662715,2.4762035007587526,0.25177557477567464,False
2.5,"[1, 4, 8]",1,16,0.2,0.20473137282766402,0.21056018769741058,0.2076457802625373,0.9723175832359963,1.2853399630011384,0.20890074607552378,False
2.5,"[1, 4, 8]",1,16,0.35,0.1693260860396549,0.19676214456558228,0.1830441153026186,0.8605623119909495,1.5937841114770201,0.2230107943560688,False
2.5,"[1, 4, 8]",1,16,0.5,0.086530672730878,0.1100461408495903,0.09828840679023415,0.7863126508829332,2.3225725723497503,0.24606072623020736,False
2.5,"[1, 4, 8]",2,4,0.2,0.025166127041447908,0.02522966079413891,0.02519789391779341,0.9974817833180794,1.7023464196189406,0.2336099092393124,False
2.5,"[1, 4, 8]",2,4,0.35,0.014951349089387804,0.017489681020379066,0.016220515054883436,0.8548668824758104,2.09914922488781,0.24341945492240483,False
2.5,"[1, 4, 8]",2,4,0.5,0.0052222438511671495,0.006481998134404421,0.005852120992785785,0.8056534023743559,2.710581895523845,0.25765201366935797,True
2.5,"[1, 4, 8]",2,8,0.2,0.029636717890389262,0.026689058169722557,0.02816288803005591,1.110444501335408,1.6252206193525627,0.23204159256274579,False
2.5,"[1, 4, 8]",2,8,0.35,0.023041461787652224,0.023970596492290497,0.02350602913997136,0.9612385655510448,2.080589003391365,0.24536123542380664,False
2.5,"[1, 4, 8]",2,8,0.5,0.012216472021536902,0.013429973274469376,0.01282322264800314,0.909642318109496,2.919569747501482,0.26364462862613436,True
2.5,"[1, 4, 8]",2,16,0.2,0.03166387295350433,0.02709333412349224,0.029378603538498284,1.1686960641012076,1.5512717218901366,0.22838130787677074,False
2.5,"[1, 4, 8]",2,16,0.35,0.02692505466286093,0.02617824636399746,0.026551650513429195,1.0285278199494121,1.9641409517039217,0.24160590256140493,False
2.5,"[1, 4, 8]",2,16,0.5,0.018268408465664833,0.019589418545365334,0.018928913505515083,0.9325651204684154,2.818065689035269,0.2600442580724484,False
2.5,"[1, 4, 8]",3,4,0.2,0.0005901775945130794,9.790300100576133e-05,0.00034404029775942036,6.028186965161048,29.893841215422604,0.46463279064235397,False
2.5,"[1, 4, 8]",3,4,0.35,0.00030164958962132006,5.5819669796619564e-05,0.0001787346297089698,5.4040016847177395,35.03810619479811,0.4867545198116568,False
2.5,"[1, 4, 8]",3,4,0.5,0.00013484972649735027,2.8008878871332854e-05,8.142930268434156e-05,4.814534959318534,29.873764172609732,0.49834710121387615,False
2.5,"[1, 4, 8]",3,8,0.2,0.00084313865805143,0.00012267418787814677,0.00048290642296478837,6.87299156110107,23.383141717347872,0.45423051256977487,False
2.5,"[1, 4, 8]",3,8,0.35,0.0005842827854621646,8.245902427006513e-05,0.00033337090486611486,7.085734892381878,37.86132588430125,0.4863859308678366,False
2.5,"[1, 4, 8]",3,8,0.5,0.0003862397547186447,4.834699575440027e-05,0.00021729337523652249,7.988909107832028,38.26947294412168,0.5018036394334922,False
2.5,"[1, 4, 8]",3,16,0.2,0.0009516871564892427,0.00013608948211185634,0.0005438883193005495,6.993098524006582,19.410796538365886,0.44008011420606635,False
2.5,"[1, 4, 8]",3,16,0.35,0.0007246892103466962,0.0001038627015077509,0.00041427595592722353,6.977376862208954,26.555250188596812,0.4682239441696947,False
2.5,"[1, 4, 8]",3,16,0.5,0.0005347950824466353,6.333675264613703e-05,0.00029906591754638614,8.443677013795448,36.97446117735919,0.49339161822048483,False
2.5,"[1, 3, 8]",1,4,0.2,0.1201581798773259,0.13765817880630493,0.12890817934181542,0.8728735257089024,1.4469186328359152,0.21848752116129616,False
2.5,"[1, 3, 8]",1,4,0.35,0.053182260845787824,0.06807456165552139,0.06062841125065461,0.781235450547691,1.82662685299389,0.23337016845471226,False
2.5,"[1, 3, 8]",1,4,0.5,0.013550898209796287,0.0178265068680048,0.01568870253890054,0.760154432392898,2.455598589323076,0.2517884170243633,False
2.5,"[1, 3, 8]",1,8,0.2,0.15367103478871286,0.16343146562576294,0.1585512502072379,0.9402781416682623,1.3806061742664435,0.21569295604611396,False
2.5,"[1, 3, 8]",1,8,0.35,0.10100203548092396,0.12155972421169281,0.11128087984630838,0.8308840459775294,1.7608042792987604,0.23185873098675075,False
2.5,"[1, 3, 8]",1,8,0.5,0.037432988514192404,0.046336717903614044,0.04188485320890323,0.8078472150759044,2.550305835782496,0.2548783727465343,False
2.5,"[1, 3, 8]",1,16,0.2,0.16574518790468573,0.16768749058246613,0.16671633924357593,0.9884171283675738,1.3259208000287734,0.21253889912579324,False
2.5,"[1, 3, 8]",1,16,0.35,0.13668959375470877,0.15633191168308258,0.1465107527188957,0.8743550327191489,1.649251426781979,0.22666247508646847,False
2.5,"[1, 3, 8]",1,16,0.5,0.07125382160302252,0.0885663777589798,0.07991009968100116,0.8045245092548459,2.3993623749129873,0.24935618579329458,False
2.5,"[1, 3, 8]",2,4,0.2,0.011779286223463714,0.009844155982136726,0.01081172110280022,1.196576552102434,1.9912746509373358,0.25139274367524195,True
2.5,"[1, 3, 8]",2,4,0.35,0.0073123804677743464,0.007395775523036718,0.007354077995405533,0.9887239607256049,2.4083773287888217,0.2584706517623999,True
2.5,"[1, 3, 8]",2,4,0.5,0.0029728244530269877,0.0032123529817909002,0.003092588717408944,0.9254351778519762,3.0432107928116703,0.27007702205592066,True
2.5,"[1, 3, 8]",2,8,0.2,0.014347387293819338,0.010386154986917973,0.012366771140368656,1.3813954549966558,1.9001847175655724,0.24982761727027536,True
2.5,"[1, 3, 8]",2,8,0.35,0.011040146870072931,0.009445560164749622,0.010242853517411277,1.1688186489218744,2.4312214603887674,0.2622165827665049,True
2.5,"[1, 3, 8]",2,8,0.5,0.006679392074001953,0.00609705550596118,0.0063882237899815664,1.0955111147457022,3.332075526087408,0.2765002225310309,True
2.5,"[1, 3, 8]",2,16,0.2,0.01566848363727331,0.010647343471646309,0.01315791355445981,1.4715861922739895,1.790261423868663,0.2443718212443491,True
2.5,"[1, 3, 8]",2,16,0.35,0.012884900991339236,0.01013711467385292,0.011511007832596079,1.271061974328237,2.2915384655011537,0.2583119664367041,True
2.5,"[1, 3, 8]",2,16,0.5,0.009356393436901271,0.008174439892172813,0.008765416664537042,1.1445913799990384,3.2337349116772827,0.2737403281063598,True
2.5,"[1, 3, 8]",3,4,0.2,0.0005977493184218474,9.998634777730331e-05,0.0003488678330995754,5.978309356325297,30.1575217894459,0.464508333842241,False
2.5,"[1, 3, 8]",3,4,0.35,0.00030411202218829205,5.645150304189883e-05,0.00018028176261509544,5.387137734181803,35.3297045368373,0.48674212623693164,False
2.5,"[1, 3, 8]",3,4,0.5,0.00013553620233210494,2.8179643777548335e-05,8.185792305482664e-05,4.809720215132427,29.992778438624153,0.49853948075789956,False
2.5,"[1, 3, 8]",3,8,0.2,0.0008573019127970838,0.00012683402746915817,0.000492067970133121,6.759242215229278,23.606423548091254,0.4534745208561071,False
2.5,"[1, 3, 8]",3,8,0.35,0.0005900990444706621,8.417349454248324e-05,0.0003371362695065727,7.010509040620061,37.9066847413155,0.48593180693005705,False
2.5,"[1, 3, 8]",3,8,0.5,0.00038844945516984807,4.898565384792164e-05,0.00021871755450888485,7.929861595311322,38.525285946946084,0.5016515450268344,False
2.5,"[1, 3, 8]",3,16,0.2,0.0009721755480632055,0.00014208332868292928,0.0005571294383730674,6.842291471314667,19.454718265476462,0.43860155763075453,False
2.5,"[1, 3, 8]",3,16,0.35,0.0007354849719831691,0.00010723018931457773,0.0004213575806488734,6.858935684851779,26.776253897126544,0.4674642387212953,False
2.5,"[1, 3, 8]",3,16,0.5,0.0005400956275821045,6.457650306401774e-05,0.00030233606532306114,8.363655539642371,36.92927290904572,0.4928692520184268,False
2.5,"[1, 4, 12]",1,4,0.2,0.13051220999564975,0.15040302276611328,0.1404576163808815,0.8677499135014389,1.4213317973065431,0.21594712235135374,False
2.5,"[1, 4, 12]",1,4,0.35,0.05744665653444827,0.07417262345552444,0.06580963999498636,0.7744994562433748,1.7961401007023161,0.23094193333250587,False
2.5,"[1, 4, 12]",1,4,0.5,0.014324084709514864,0.01911175437271595,0.016717919541115407,0.7494908332415579,2.4135543637296593,0.24932295640872326,False
2.5,"[1, 4, 12]",1,8,0.2,0.16588869214989244,0.1776503324508667,0.17176951230037957,0.9337933110582429,1.3593023949754957,0.2134774774464313,False
2.5,"[1, 4, 12]",1,8,0.35,0.1091727083036676,0.1325836330652237,0.12087817068444565,0.8234252281347635,1.73193007295928,0.2294818134893285,False
2.5,"[1, 4, 12]",1,8,0.5,0.03977483607130125,0.05000409111380577,0.04488946359255351,0.7954316373989588,2.5137098579658503,0.2525325475027057,False
2.5,"[1, 4, 12]",1,16,0.2,0.17840021852403878,0.18201084434986115,0.18020553143694995,0.9801625785610772,1.3079944866286484,0.21051704472440178,False
2.5,"[1, 4, 12]",1,16,0.35,0.147427759449929,0.16999219357967377,0.1587099765148014,0.8672619391832894,1.6282868571558748,0.22456359173076634,False
2.5,"[1, 4, 12]",1,16,0.5,0.07615878774784506,0.0959552675485611,0.08605702764820308,0.7936905361584509,2.3815832291632892,0.247220397372148,False
2.5,"[1, 4, 12]",2,4,0.2,0.023457445360254497,0.022973136976361275,0.023215291168307887,1.0210815085633087,1.7275518510753431,0.23640635168849258,False
2.5,"[1, 4, 12]",2,4,0.35,0.013102329227840527,0.014775829389691353,0.01393907930876594,0.8867406953806345,2.117033719005187,0.24674851216099342,True
2.5,"[1, 4, 12]",2,4,0.5,0.004446465153596364,0.005182633176445961,0.004814549165021163,0.8579548276356246,2.705428807410909,0.260601337091648,True
2.5,"[1, 4, 12]",2,8,0.2,0.02811064891051501,0.02491990476846695,0.02651527683949098,1.128039981360023,1.6518405384678068,0.234791125476404,False
2.5,"[1, 4, 12]",2,8,0.35,0.02101610654965043,0.021399492397904396,0.021207799473777413,0.9820843484917656,2.099625588248332,0.24796321823963807,False
2.5,"[1, 4, 12]",2,8,0.5,0.010501448087161407,0.011047095991671085,0.010774272039416246,0.9506071183846807,2.9585486211334127,0.2659985008287185,True
2.5,"[1, 4, 12]",2,16,0.2,0.030173206920735537,0.02543986402451992,0.02780653547262773,1.1860600705905282,1.582256792237784,0.23123039411191712,False
2.5,"[1, 4, 12]",2,16,0.35,0.025306092887185515,0.024276122450828552,0.024791107669007034,1.042427304378744,1.9937959947614194,0.24419033044450772,False
2.5,"[1, 4, 12]",2,16,0.5,0.0161711953766644,0.01692093536257744,0.01654606536962092,0.9556915755631824,2.8460730393254283,0.2621180348066264,False
2.5,"[1, 4, 12]",3,4,0.2,0.000937424861058389,0.00013238386600278318,0.0005349043635305862,7.081111085233612,11.289218064663887,0.42820783152004877,False
2.5,"[1, 4, 12]",3,4,0.35,0.0004877322427864783,6.568647222593427e-05,0.00027670935750620626,7.425155077728658,20.06072515674214,0.45914878783492896,False
2.5,"[1, 4, 12]",3,4,0.5,0.00022860997290194974,3.080601163674146e-05,0.00012970799226934558,7.4209532735907,20.55911961451454,0.4762955502627301,False
2.5,"[1, 4, 12]",3,8,0.2,0.001324074458807445,0.0001839036849560216,0.0007539890718817333,7.19982559960167,9.275602265478353,0.4129874076342094,False
2.5,"[1, 4, 12]",3,8,0.35,0.000877776640581942,0.00010696038953028619,0.000492368515056114,8.206558001861023,14.899964305228634,0.44931182795804486,False
2.5,"[1, 4, 12]",3,8,0.5,0.0005562021882542467,5.6246590247610584e-05,0.00030622438925092865,9.888638329998587,21.814752465074463,0.4728064978253678,False
2.5,"[1, 4, 12]",3,16,0.2,0.0015386168052555149,0.000217752720345743,0.0008781847628006289,7.065890165746415,8.266290154340188,0.39424420661074694,False
2.5,"[1, 4, 12]",3,16,0.35,0.0011201775927747804,0.0001524658437119797,0.00063632171824338,7.347072403251751,9.853849581879365,0.42378997207482827,False
2.5,"[1, 4, 12]",3,16,0.5,0.0007748907096720358,8.093579526757821e-05,0.00042791325246980703,9.574140923805151,15.639984526916203,0.45882640024166904,False
2.5,"[2, 4, 8]",1,4,0.2,0.15103301546536385,0.17518723011016846,0.16311012278776615,0.8621234285763012,1.3990000308520905,0.21469987270291313,False
2.5,"[2, 4, 8]",1,4,0.35,0.0656341804168187,0.0853118821978569,0.0754730313073378,0.769343949821652,1.7708612466629026,0.22993721157414257,False
2.5,"[2, 4, 8]",1,4,0.5,0.015976116790552622,0.02144644223153591,0.018711279511044267,0.7449308662982128,2.392760215691031,0.24893836214003387,False
2.5,"[2, 4, 8]",1,8,0.2,0.19218324796296657,0.20719972252845764,0.19969148524571212,0.9275265701022903,1.3373144921594902,0.21206878216253244,False
2.5,"[2, 4, 8]",1,8,0.35,0.12589882528409363,0.15401260554790497,0.1399557154159993,0.8174579271365767,1.7014955121234345,0.22827041663716954,False
2.5,"[2, 4, 8]",1,8,0.5,0.04491296449210495,0.05696101114153862,0.05093698781682178,0.7884860818306704,2.476399057152711,0.251769664696767,False
2.5,"[2, 4, 8]",1,16,0.2,0.2065639004763216,0.21220913529396057,0.20938651788514107,0.9733977766328533,1.2873012745467776,0.2090972474726732,False
2.5,"[2, 4, 8]",1,16,0.35,0.17070121245924383,0.1981734037399292,0.18443730809958653,0.8613729654826022,1.5960791215977053,0.2231876273716807,False
2.5,"[2, 4, 8]",1,16,0.5,0.08717806011904031,0.1107247918844223,0.0989514260017313,0.7873400223686061,2.323094245780992,0.2461350198784203,False
2.5,"[2, 4, 8]",2,4,0.2,0.03627363720908761,0.03665056824684143,0.03646210272796452,0.9897155472402177,1.6760938195865887,0.23472711768437876,False
2.5,"[2, 4, 8]",2,4,0.35,0.019897721972083674,0.023046918213367462,0.021472320092725566,0.8633571650609139,2.0452900410189336,0.24559881277084059,False
2.5,"[2, 4, 8]",2,4,0.5,0.006552359972847626,0.007903049699962139,0.007227704836404883,0.8290925935691656,2.646062345216606,0.2607861055069225,True
2.5,"[2, 4, 8]",2,8,0.2,0.044070102409459654,0.04040640965104103,0.042238256030250346,1.0906710789218619,1.6078584823693693,0.232957683420027,False
2.5,"[2, 4, 8]",2,8,0.35,0.03248214145191014,0.03402315080165863,0.033252646126784385,0.9547070358435655,2.033384223106288,0.2467226164170279,False
2.5,"[2, 4, 8]",2,8,0.5,0.015905303973704578,0.017218630760908127,0.016561967367306352,0.9237264097569694,2.8460913023242744,0.26579293651258923,False
2.5,"[2, 4, 8]",2,16,0.2,0.047460286943241954,0.04129691421985626,0.044378600581549105,1.1492453574272685,1.5405742954040724,0.2295049111093249,False
2.5,"[2, 4, 8]",2,16,0.35,0.03969309424050152,0.03925815224647522,0.03947562324348837,1.011079023569311,1.924520795186477,0.2426700015768074,False
2.5,"[2, 4, 8]",2,16,0.5,0.025083032792899758,0.02692883089184761,0.026005931842373684,0.9314564339476525,2.7509393746083526,0.26184077064186567,False
2.5,"[2, 4, 8]",3,4,0.2,0.002496622266189661,0.0012596175074577332,0.001878119886823697,1.982047924396157,2.5746437670084696,0.29330657372687713,False
2.5,"[2, 4, 8]",3,4,0.35,0.0014133025948831347,0.0009472814272157848,0.0011802920110494598,1.491956407334051,2.883400001516809,0.2963674187992001,False
2.5,"[2, 4, 8]",3,4,0.5,0.0006144877043698216,0.00046646856935694814,0.0005404781368633848,1.3173185606415578,3.2545573242496215,0.302908488275134,False
2.5,"[2, 4, 8]",3,8,0.2,0.0033980259607778863,0.0013744090683758259,0.0023862175145768563,2.472354147658106,2.5221531306708838,0.29225704275821046,False
2.5,"[2, 4, 8]",3,8,0.35,0.0024308674887288362,0.0011736440937966108,0.0018022557912627235,2.0712134978375296,3.2889750586798074,0.30643407952178675,False
2.5,"[2, 4, 8]",3,8,0.5,0.0015781420754501596,0.000818664557300508,0.0011984033163753337,1.9277029417933742,4.2627419870461765,0.31347262408977256,False
2.5,"[2, 4, 8]",3,16,0.2,0.003827274580253288,0.0014514378271996975,0.002639356203726493,2.636884962297947,2.31633026213871,0.28262309942896535,False
2.5,"[2, 4, 8]",3,16,0.35,0.0029592076578410344,0.0012948837829753757,0.002127045720408205,2.2853075285578033,3.048219067111371,0.3003056309853309,False
2.5,"[2, 4, 8]",3,16,0.5,0.002193398227682337,0.0010357957798987627,0.0016145970037905499,2.117597184936124,4.252973070503565,0.3119361541475519,False
3.0,"[1, 4, 8]",1,4,0.2,0.08922178283333779,0.09898027777671814,0.09410103030502796,0.901409703401785,1.4977264731931328,0.2225365890665853,False
3.0,"[1, 4, 8]",1,4,0.35,0.04311030054697767,0.05396373197436333,0.0485370162606705,0.7988754478185122,1.8676916294788095,0.23592211512943323,False
3.0,"[1, 4, 8]",1,4,0.5,0.011786550537799485,0.015260846354067326,0.013523698445933405,0.7723392441244342,2.4823148210859407,0.25355747939021966,True
3.0,"[1, 4, 8]",1,8,0.2,0.10997135238721967,0.11245603859424591,0.11121369549073279,0.9779052664660253,1.4375268041189913,0.22053688541869632,False
3.0,"[1, 4, 8]",1,8,0.35,0.07663135590963066,0.08904895931482315,0.0828401576122269,0.8605530766362876,1.8166085327786272,0.23554349921607354,False
3.0,"[1, 4, 8]",1,8,0.5,0.031016000732779502,0.037218913435935974,0.03411745708435774,0.833339769205423,2.613984752582911,0.2574979455948778,False
3.0,"[1, 4, 8]",1,16,0.2,0.11791360307484865,0.11477801948785782,0.11634581128135324,1.0273186765286757,1.3849162458285071,0.21763898686476751,False
3.0,"[1, 4, 8]",1,16,0.35,0.09852203889749944,0.1084655374288559,0.10349378816317767,0.908325733988286,1.7185221054105642,0.23117446536740316,False
3.0,"[1, 4, 8]",1,16,0.5,0.054940631589852275,0.0658404603600502,0.060390545974951235,0.8344509028249204,2.494147729578627,0.25283655324674326,False
3.0,"[1, 4, 8]",2,4,0.2,0.011864112042821943,0.010108046233654022,0.010986079138237983,1.173729499111433,1.953907650618727,0.24969002721700234,True
3.0,"[1, 4, 8]",2,4,0.35,0.007426915963878855,0.007698008790612221,0.007562462377245538,0.9647840325846386,2.3539778278511085,0.25594937491128805,True
3.0,"[1, 4, 8]",2,4,0.5,0.0030077356565743683,0.003373292274773121,0.003190513965673745,0.8916320945764064,2.952939088635515,0.266141823797152,True
3.0,"[1, 4, 8]",2,8,0.2,0.014400686481967568,0.010599453002214432,0.012500069742090999,1.3586254384031877,1.8717456272401307,0.24832316980202448,True
3.0,"[1, 4, 8]",2,8,0.35,0.011181666690390557,0.009731844998896122,0.01045675584464334,1.1489770636152639,2.3925203229059893,0.26058032350261784,True
