encoder,thr,sparsity_event,sparsity_noise,sparsity_avg,snr,precision,in_target,step_size,kappa_phi,amp_kappa,alpha,tau_ms,lags,thr_t,thr_s,wt_ms,ws,K,encode_window_ms
Delta-Mod,0.4,0.02330139343132032,0.030496759340167046,0.02689907638574368,1.5900837480622085,0.2168704998359317,False,0.25,,,,,,,,,,,
Delta-Mod,0.4,0.0131212397525087,0.017441358417272568,0.015281299084890634,1.8487422792647998,0.2270354680903256,False,0.3,,,,,,,,,,,
Delta-Mod,0.45,0.10203755147755146,0.10441416501998901,0.10322585824877023,1.011994456058894,0.1816315295547247,False,0.02,,,,,,,,,,,
Delta-Mod,0.45,0.09292254101950675,0.09783860296010971,0.09538057198980823,1.0291405342008608,0.18373362717218697,False,0.04,,,,,,,,,,,
Delta-Mod,0.45,0.08542290644953027,0.09238951653242111,0.08890621149097569,1.051000783670331,0.18613830100279302,False,0.06,,,,,,,,,,,
Delta-Mod,0.45,0.07813292005332187,0.08676015585660934,0.0824465379549656,1.078029890858803,0.18877307416172698,False,0.08,,,,,,,,,,,
Delta-Mod,0.45,0.07140552601544187,0.08140290528535843,0.07640421565040015,1.1111472064906414,0.19160043553565628,False,0.1,,,,,,,,,,,
Delta-Mod,0.45,0.06475172475446016,0.07573295384645462,0.0702423393004574,1.151051775176316,0.1945796929259086,False,0.12,,,,,,,,,,,
Delta-Mod,0.45,0.05447350749978796,0.06597723811864853,0.06022537280921825,1.2250438422276664,0.19928159609378782,False,0.15,,,,,,,,,,,
Delta-Mod,0.45,0.04414484627603087,0.055077534168958664,0.04961119022249477,1.3124229961246767,0.20420588025765027,False,0.18,,,,,,,,,,,
Delta-Mod,0.45,0.03755392414575908,0.04763719439506531,0.0425955592704122,1.376875905549507,0.2076380814006552,False,0.2,,,,,,,,,,,
Delta-Mod,0.45,0.023298712380055805,0.03049299865961075,0.026895855519833277,1.5901953148112162,0.2168876847694628,False,0.25,,,,,,,,,,,
Delta-Mod,0.45,0.013120887974801008,0.01744089275598526,0.015280890365393134,1.8487433306116916,0.22703656578436493,False,0.3,,,,,,,,,,,
Delta-Mod,0.5,0.09330160165205598,0.09554028511047363,0.0944209433812648,1.0145954216950803,0.18202083690091966,False,0.02,,,,,,,,,,,
Delta-Mod,0.5,0.08743495560251176,0.09166762977838516,0.08955129269044845,1.0303364148431198,0.18393043231684714,False,0.04,,,,,,,,,,,
Delta-Mod,0.5,0.0817869059019722,0.08805404603481293,0.08492047596839256,1.051575914706686,0.18626173253403977,False,0.06,,,,,,,,,,,
Delta-Mod,0.5,0.07608807042008266,0.08423807471990585,0.08016307256999425,1.078768320676432,0.1889093397220131,False,0.08,,,,,,,,,,,
Delta-Mod,0.5,0.07011775298858992,0.07981447875499725,0.07496611587179358,1.1121037227453265,0.19175686242524534,False,0.1,,,,,,,,,,,
Delta-Mod,0.5,0.06380271851667203,0.07455338537693024,0.06917805194680113,1.1522822706090174,0.194754838347435,False,0.12,,,,,,,,,,,
Delta-Mod,0.5,0.05377681349636987,0.06509323418140411,0.05943502383888699,1.2265432866506463,0.19947077226883267,False,0.15,,,,,,,,,,,
Delta-Mod,0.5,0.043619135974440726,0.05439303442835808,0.0490060852013994,1.3143639546844657,0.20439739310997537,False,0.18,,,,,,,,,,,
Delta-Mod,0.5,0.037125566924223675,0.047069624066352844,0.042097595495288256,1.378444304173911,0.20781957689498085,False,0.2,,,,,,,,,,,
Delta-Mod,0.5,0.023061051907716318,0.03016441874206066,0.02661273532488849,1.5925391115287144,0.21705879922490567,False,0.25,,,,,,,,,,,
Delta-Mod,0.5,0.013003360683214851,0.017274577170610428,0.01513896892691264,1.8532086551638511,0.22719185028225183,False,0.3,,,,,,,,,,,
Delta-Mod,0.55,0.07521713110851123,0.08242464810609818,0.07882088960730471,1.0632283179356796,0.18761017909506336,False,0.02,,,,,,,,,,,
Delta-Mod,0.55,0.0718158094258979,0.07980366796255112,0.0758097386942245,1.0754806828879908,0.18884259457583538,False,0.04,,,,,,,,,,,
Delta-Mod,0.55,0.07158786557847634,0.07849055528640747,0.07503921043244191,1.066757259944,0.18802590612205677,False,0.06,,,,,,,,,,,
Delta-Mod,0.55,0.06570476764813066,0.07409775257110596,0.06990126010961831,1.097446904495984,0.19089071729802526,False,0.08,,,,,,,,,,,
Delta-Mod,0.55,0.05940568313933909,0.06876445561647415,0.06408506937790662,1.13447360861906,0.19390247525763699,False,0.1,,,,,,,,,,,
Delta-Mod,0.55,0.053432196017820385,0.06330778449773788,0.058369990257779135,1.175273037966677,0.1968066271377029,False,0.12,,,,,,,,,,,
Delta-Mod,0.55,0.04472554640378803,0.05463317036628723,0.049679358385037634,1.2461562818800598,0.20130372975429053,False,0.15,,,,,,,,,,,
Delta-Mod,0.55,0.036315143478277606,0.04551495611667633,0.04091504979747697,1.3296537000139663,0.20601186440559105,False,0.18,,,,,,,,,,,
Delta-Mod,0.55,0.03101670763338916,0.03944829851388931,0.03523250307363924,1.3864439842840313,0.2092481727118138,False,0.2,,,,,,,,,,,
Delta-Mod,0.55,0.019543087474594358,0.02556179277598858,0.022552440125291468,1.588796114874094,0.21818018568621483,False,0.25,,,,,,,,,,,
Delta-Mod,0.55,0.011207503436889966,0.014867432415485382,0.013037467926187674,1.8515852749977046,0.22802944832888897,True,0.3,,,,,,,,,,,
Delta-Mod,0.6,0.055461506164865566,0.0652742013335228,0.06036785374919418,1.1554567885674225,0.19546296508226077,False,0.02,,,,,,,,,,,
Delta-Mod,0.6,0.053487199495430106,0.06336639821529388,0.05842679885536199,1.1698610495554451,0.19648376465949696,False,0.04,,,,,,,,,,,
Delta-Mod,0.6,0.051751659841975196,0.06147722899913788,0.056614444420556534,1.1785564045902017,0.19711581471085082,False,0.06,,,,,,,,,,,
Delta-Mod,0.6,0.047118568939040414,0.056922778487205505,0.05202067371312296,1.1999873817977778,0.19874857074231841,False,0.08,,,,,,,,,,,
Delta-Mod,0.6,0.05058174184057861,0.059827543795108795,0.05520464281784371,1.1621397666651008,0.1961731260531815,False,0.1,,,,,,,,,,,
Delta-Mod,0.6,0.05006864751398098,0.05934016406536102,0.054704405789671,1.1794536896956014,0.1972429757140344,False,0.12,,,,,,,,,,,
Delta-Mod,0.6,0.0409038490295643,0.05007556453347206,0.04548970678151818,1.2542149573257075,0.20194572177890222,False,0.15,,,,,,,,,,,
Delta-Mod,0.6,0.03201256491302047,0.040242042392492294,0.03612730365275638,1.3420101379798657,0.20695197826455114,False,0.18,,,,,,,,,,,
Delta-Mod,0.6,0.026833756856212858,0.03422171249985695,0.030527734678034903,1.4043313481954716,0.21037367572367657,False,0.2,,,,,,,,,,,
Delta-Mod,0.6,0.01647744537825929,0.02156592346727848,0.019021684422768886,1.602613024217743,0.21952003742873785,False,0.25,,,,,,,,,,,
Delta-Mod,0.6,0.009419815570727224,0.012469131499528885,0.010944473535128054,1.873719529227806,0.2291587282603723,True,0.3,,,,,,,,,,,
Delta-Mod,0.65,0.037272479563253,0.04634743556380272,0.04180995756352786,1.2824865963455954,0.20377868761424905,False,0.02,,,,,,,,,,,
Delta-Mod,0.65,0.036297298516728915,0.04521249607205391,0.04075489729439141,1.287621116968274,0.20419272299390287,False,0.04,,,,,,,,,,,
Delta-Mod,0.65,0.03403927942243172,0.04268147423863411,0.038360376830532915,1.3168604954109007,0.2057751817308599,False,0.06,,,,,,,,,,,
Delta-Mod,0.65,0.034808288973581514,0.043384671211242676,0.039096480092412095,1.2928624244524545,0.20459773528564257,False,0.08,,,,,,,,,,,
Delta-Mod,0.65,0.028619521916552912,0.036395538598299026,0.03250753025742597,1.3764131011953578,0.20910995779151562,False,0.1,,,,,,,,,,,
Delta-Mod,0.65,0.026930935881391633,0.03427639976143837,0.030603667821415,1.3599766628392362,0.20895490767899902,False,0.12,,,,,,,,,,,
Delta-Mod,0.65,0.0329923087451607,0.04118868708610535,0.03709049791563303,1.2895624856259054,0.20466349119378718,False,0.15,,,,,,,,,,,
Delta-Mod,0.65,0.031164146136725322,0.03914898261427879,0.03515656437550206,1.3435308589792032,0.20705763753154316,False,0.18,,,,,,,,,,,
Delta-Mod,0.65,0.02608044392778538,0.03323701396584511,0.029658728946815247,1.4054486330209721,0.21043137803906575,False,0.2,,,,,,,,,,,
Delta-Mod,0.65,0.015299494562204927,0.02001647651195526,0.017657985537080093,1.6114711705069797,0.21987471751926932,False,0.25,,,,,,,,,,,
Delta-Mod,0.65,0.008383008880191483,0.0110827861353755,0.009732897507783491,1.8881008935741341,0.23002100469355355,True,0.3,,,,,,,,,,,
Delta-Mod,0.7,0.02274926573911216,0.02939356490969658,0.026071415324404372,1.4506121629050697,0.21273229123209603,False,0.02,,,,,,,,,,,
Delta-Mod,0.7,0.02213365436939057,0.028625337406992912,0.02537949588819174,1.4586764428431926,0.21318117700953734,False,0.04,,,,,,,,,,,
Delta-Mod,0.7,0.020740881151286885,0.026910705491900444,0.023825793321593666,1.489310958343363,0.21453079086029903,False,0.06,,,,,,,,,,,
Delta-Mod,0.7,0.01922431016137125,0.02500169910490513,0.02211300463313819,1.5250979460382512,0.21604361508216244,False,0.08,,,,,,,,,,,
Delta-Mod,0.7,0.020451536896580365,0.026507729664444923,0.023479633280512644,1.4676296171644772,0.21386315488780383,False,0.1,,,,,,,,,,,
Delta-Mod,0.7,0.01741918033978436,0.022696776315569878,0.02005797832767712,1.5618940557904577,0.21778587248525583,False,0.12,,,,,,,,,,,
Delta-Mod,0.7,0.013286417360650376,0.017442001029849052,0.015364209195249714,1.6261046880783743,0.22115961359639186,False,0.15,,,,,,,,,,,
Delta-Mod,0.7,0.016502445362566506,0.02147981896996498,0.018991132166265745,1.513350257302853,0.21609992468700512,False,0.18,,,,,,,,,,,
Delta-Mod,0.7,0.019807004774047527,0.025650475174188614,0.02272873997411807,1.4603252946862546,0.21365482995897764,False,0.2,,,,,,,,,,,
Delta-Mod,0.7,0.015174265699461103,0.019847214221954346,0.017510739960707726,1.611113601640309,0.2198964853794314,False,0.25,,,,,,,,,,,
Delta-Mod,0.7,0.008166096302302321,0.010791536420583725,0.009478816361443022,1.8868142612501628,0.23002018127343035,True,0.3,,,,,,,,,,,
Delta-Mod,0.75,0.012663384563493309,0.016739536076784134,0.01470146032013872,1.6722953214291822,0.22268890012725023,True,0.02,,,,,,,,,,,
Delta-Mod,0.75,0.012297889373003272,0.016267079859972,0.014282484616487637,1.685712978024613,0.22313530400104356,True,0.04,,,,,,,,,,,
Delta-Mod,0.75,0.011730799198558088,0.015521678142249584,0.013626238670403835,1.6982582824859338,0.22396762942080387,True,0.06,,,,,,,,,,,
Delta-Mod,0.75,0.011199887301190757,0.0148270633071661,0.013013475304178429,1.710192318558899,0.22449331206153147,True,0.08,,,,,,,,,,,
Delta-Mod,0.75,0.009726772529247682,0.012872742488980293,0.011299757509113988,1.788819435418623,0.22734443275694502,True,0.1,,,,,,,,,,,
Delta-Mod,0.75,0.010550782116333722,0.01396599318832159,0.012258387652327656,1.7095072602277492,0.22474846473516663,True,0.12,,,,,,,,,,,
Delta-Mod,0.75,0.008374583359400277,0.011072979308664799,0.009723781334032539,1.85944075028998,0.22979285729466936,True,0.15,,,,,,,,,,,
Delta-Mod,0.75,0.005913606553513091,0.007786748465150595,0.006850177509331843,2.004473071550921,0.23390190273261396,True,0.18,,,,,,,,,,,
Delta-Mod,0.75,0.0065841256799467375,0.008671397343277931,0.007627761511612334,1.9039969165892177,0.23087164490440046,True,0.2,,,,,,,,,,,
Delta-Mod,0.75,0.01094156078863307,0.014472692273557186,0.012707126531095129,1.6793404472312274,0.22343113010312662,True,0.25,,,,,,,,,,,
Delta-Mod,0.75,0.008108394804730778,0.010716143995523453,0.009412269400127116,1.883865190113022,0.23006053108678315,True,0.3,,,,,,,,,,,
Delta-Mod,0.8,0.006483411905064713,0.008607212454080582,0.007545312179572647,1.9891965508250686,0.23327626222438994,True,0.02,,,,,,,,,,,
Delta-Mod,0.8,0.006321417345752707,0.008385482244193554,0.0073534497949731305,2.003616767953887,0.23369694666398572,True,0.04,,,,,,,,,,,
Delta-Mod,0.8,0.006126793029397959,0.008121434599161148,0.007124113814279553,2.034582904412548,0.23395928556623402,True,0.06,,,,,,,,,,,
Delta-Mod,0.8,0.005914371571416268,0.007831010967493057,0.006872691269454663,2.0252201484795602,0.23474853330262704,True,0.08,,,,,,,,,,,
Delta-Mod,0.8,0.0058115846954751756,0.0076978993602097034,0.0067547420278424395,2.0410341209777774,0.23447022861932054,True,0.1,,,,,,,,,,,
Delta-Mod,0.8,0.0044802800538309385,0.00588302593678236,0.00518165299530665,2.2179062843458333,0.23924607094813838,True,0.12,,,,,,,,,,,
Delta-Mod,0.8,0.005652995211130473,0.007492715027183294,0.006572855119156884,2.0358321680023574,0.2343572755045898,True,0.15,,,,,,,,,,,
Delta-Mod,0.8,0.0036214993079192936,0.004716349299997091,0.004168924303958193,2.366189760932031,0.24308821657381485,True,0.18,,,,,,,,,,,
Delta-Mod,0.8,0.0025385177592397667,0.0032484768889844418,0.0028934973241121044,2.6284395054874814,0.24853814043890451,False,0.2,,,,,,,,,,,
Delta-Mod,0.8,0.0033172916661715133,0.004338917322456837,0.0038281044943141752,2.296130719395163,0.24008916890918044,True,0.25,,,,,,,,,,,
Delta-Mod,0.8,0.005582349719770718,0.007413845509290695,0.006498097614530707,2.0243027958607405,0.23355897035071393,True,0.3,,,,,,,,,,,
Delta-Mod,0.85,0.003081943310244242,0.004018350038677454,0.003550146674460848,2.5507065444149357,0.24533175149175804,True,0.02,,,,,,,,,,,
Delta-Mod,0.85,0.003017469258920755,0.00392841175198555,0.0034729405054531523,2.5517254871487762,0.24552639831439593,True,0.04,,,,,,,,,,,
Delta-Mod,0.85,0.0029378756828373296,0.003817742457613349,0.0033778090702253393,2.5549012580921304,0.24591636892815585,True,0.06,,,,,,,,,,,
Delta-Mod,0.85,0.0026759938520262948,0.0034565161913633347,0.0030662550216948147,2.607226551461781,0.24757261081016624,True,0.08,,,,,,,,,,,
Delta-Mod,0.85,0.0024536407129198776,0.0031502628698945045,0.002801951791407191,2.654035123188147,0.24906788251479156,False,0.1,,,,,,,,,,,
Delta-Mod,0.85,0.002764620899979491,0.0035861509386450052,0.003175385919312248,2.5819840540596464,0.24629065344342962,True,0.12,,,,,,,,,,,
Delta-Mod,0.85,0.0018983469965314726,0.0024065093602985144,0.0021524281784149933,2.8417833974794298,0.25192675529542613,False,0.15,,,,,,,,,,,
Delta-Mod,0.85,0.002727814206009498,0.003538019023835659,0.0031329166149225785,2.6234621556339333,0.2463571065600263,True,0.18,,,,,,,,,,,
Delta-Mod,0.85,0.0018939958995906636,0.0023828481789678335,0.0021384220392792483,2.838487742109282,0.2532875327015063,False,0.2,,,,,,,,,,,
Delta-Mod,0.85,0.0009200956308632157,0.0010994774056598544,0.0010097865182615352,3.4980481735114743,0.2607470297079999,False,0.25,,,,,,,,,,,
Delta-Mod,0.85,0.0016061475416790927,0.002070741029456258,0.0018384442855676753,2.7871239449586795,0.24850822108099238,False,0.3,,,,,,,,,,,
Delta-Mod,0.9,0.0013883811492996757,0.001713633886538446,0.0015510075179190608,3.195211438284881,0.2580017733294517,False,0.02,,,,,,,,,,,
Delta-Mod,0.9,0.0013613831980183021,0.0016762636369094253,0.0015188234174638637,3.2138258458526754,0.25836650282959456,False,0.04,,,,,,,,,,,
Delta-Mod,0.9,0.0013213319678470725,0.00162233947776258,0.0014718357228048263,3.2239724606582945,0.2586070983624086,False,0.06,,,,,,,,,,,
Delta-Mod,0.9,0.0012806352445477386,0.001572253997437656,0.0014264446209926972,3.341380382356767,0.25886519403953573,False,0.08,,,,,,,,,,,
Delta-Mod,0.9,0.001254870216944255,0.0015395423397421837,0.0013972062783432194,3.340893770029006,0.2590679088473553,False,0.1,,,,,,,,,,,
Delta-Mod,0.9,0.0010152595626277616,0.001217981451191008,0.0011166205069093847,3.544064688954301,0.26235349659749774,False,0.12,,,,,,,,,,,
Delta-Mod,0.9,0.0009322028693713947,0.0010940334759652615,0.0010131181726683281,3.656061943373542,0.2642131642316235,False,0.15,,,,,,,,,,,
Delta-Mod,0.9,0.0008764378407067852,0.0010547882411628962,0.0009656130409348407,3.636931678189925,0.26158011951716614,False,0.18,,,,,,,,,,,
Delta-Mod,0.9,0.0011937397545261775,0.0014797336189076304,0.001336736686716904,3.1986107743348935,0.25733778574154714,False,0.2,,,,,,,,,,,
Delta-Mod,0.9,0.00038470969870104456,0.00039195353747345507,0.0003883316180872498,5.487248828857368,0.27352394579560496,False,0.25,,,,,,,,,,,
Delta-Mod,0.9,0.00036287909897509963,0.0004287568444851786,0.0003958179717301391,4.472926932260131,0.2615916731255129,False,0.3,,,,,,,,,,,
Delta-Mod,0.95,0.0006056762282241835,0.0006727834697812796,0.0006392298490027315,4.4846826819413455,0.2690554834902287,False,0.02,,,,,,,,,,,
Delta-Mod,0.95,0.0005936202171869809,0.000656803254969418,0.0006252117360781995,4.514948480978076,0.26929149478673936,False,0.04,,,,,,,,,,,
Delta-Mod,0.95,0.0005726673489698441,0.0006302390829659998,0.000601453215967922,4.575230076339156,0.26955421741702595,False,0.06,,,,,,,,,,,
Delta-Mod,0.95,0.0005450170760741458,0.0005961850984022021,0.0005706010872381739,4.578416620020153,0.2700739050621632,False,0.08,,,,,,,,,,,
Delta-Mod,0.95,0.0004774624302808661,0.0005146857583895326,0.0004960740943351994,4.916805146126252,0.2718175532860914,False,0.1,,,,,,,,,,,
Delta-Mod,0.95,0.00048808060222654603,0.0005303961806930602,0.0005092383914598031,4.6602545500997925,0.2714370980125386,False,0.12,,,,,,,,,,,
Delta-Mod,0.95,0.0005080635248305044,0.0005717178573831916,0.000539890691106848,4.304728190227808,0.26969151247409173,False,0.15,,,,,,,,,,,
Delta-Mod,0.95,0.00025066940019314644,0.00024341187963727862,0.00024704063991521253,6.086101127999456,0.2768164802528918,False,0.18,,,,,,,,,,,
Delta-Mod,0.95,0.0003137773226990248,0.0003507753135636449,0.0003322763181313348,4.201151474732772,0.27145839103730396,False,0.2,,,,,,,,,,,
Delta-Mod,0.95,0.000302988388139056,0.00029750342946499586,0.0003002459088020259,6.318426809426667,0.27669449970591814,False,0.25,,,,,,,,,,,
Delta-Mod,0.95,4.89002732138033e-05,4.6939887397456914e-05,4.792008030563011e-05,8.928644856686924,0.2632520298473537,False,0.3,,,,,,,,,,,
PDE,,0.1670157889276743,0.16701744496822357,0.16701661694794895,1.092803283500667,0.19285948053002358,False,,0.5,0.3,,,,,,,,,
PDE,,0.14045720614492893,0.14042383432388306,0.140440520234406,1.1100540294290835,0.19497066677547992,False,,0.5,0.5,,,,,,,,,
PDE,,0.10517269138246775,0.1048193871974945,0.10499603928998114,1.1440585877067937,0.19889658910222352,False,,0.5,0.8,,,,,,,,,
PDE,,0.08518634922802448,0.0845251977443695,0.084855773486197,1.1746123744619736,0.2022402393911034,False,,0.5,1.0,,,,,,,,,
PDE,,0.06808117151260376,0.06705186516046524,0.0675665183365345,1.2133282064957625,0.20627078596502543,False,,0.5,1.2,,,,,,,,,
PDE,,0.04742280061356723,0.04586844518780708,0.04664562290068716,1.2891528405054646,0.21353827983723023,False,,0.5,1.5,,,,,,,,,
PDE,,0.024964740425348284,0.022777874022722244,0.023871307224035264,1.469379400999094,0.22822895578690805,False,,0.5,2.0,,,,,,,,,
PDE,,0.012827243856154382,0.01047752145677805,0.011652382656466216,1.7511163396357037,0.24665297025698238,True,,0.5,2.5,,,,,,,,,
PDE,,0.006720987008302473,0.004545371979475021,0.005633179493888747,2.173617434884809,0.268347648025956,True,,0.5,3.0,,,,,,,,,
PDE,,0.0037766837413073517,0.0019318647682666779,0.002854274254787015,2.7904637976070426,0.29534830136573875,False,,0.5,3.5,,,,,,,,,
PDE,,0.10689249327406287,0.10685095191001892,0.10687172259204089,1.0996672888040573,0.1936612118780613,False,,0.8,0.3,,,,,,,,,
PDE,,0.0869972470588982,0.08685185760259628,0.08692455233074725,1.1212836913484978,0.19622762508690358,False,,0.8,0.5,,,,,,,,,
PDE,,0.06176856216043234,0.0612899512052536,0.06152925668284297,1.1654837455011937,0.2011301947152242,False,,0.8,0.8,,,,,,,,,
PDE,,0.048195324381813405,0.04745226353406906,0.04782379395794123,1.2056861175245437,0.20527682511368767,False,,0.8,1.0,,,,,,,,,
PDE,,0.03705990088172257,0.0360645093023777,0.03656220509205013,1.2575046450107612,0.21026560905622318,False,,0.8,1.2,,,,,,,,,
PDE,,0.024352230229415,0.023037757724523544,0.023694993976969274,1.3604351776002657,0.21919970584800466,False,,0.8,1.5,,,,,,,,,
PDE,,0.01173938182881102,0.01016857661306858,0.0109539792209398,1.6132005785406478,0.23731262589455582,True,,0.8,2.0,,,,,,,,,
PDE,,0.005681571043096483,0.004171451553702354,0.004926511298399419,2.018963954934639,0.26010017021151727,True,,0.8,2.5,,,,,,,,,
PDE,,0.002935532782867085,0.0016471004346385598,0.0022913166087528223,2.6394223978830746,0.2884054803446634,False,,0.8,3.0,,,,,,,,,
PDE,,0.0017069808765518247,0.0006725615239702165,0.0011897712002610205,3.5449111444426364,0.32481570161588025,False,,0.8,3.5,,,,,,,,,
